Trial,LatentFactor_1,LatentFactor_2,LatentFactor_3,LatentFactor_4,LatentFactor_5,LatentFactor_6,LatentFactor_7
59,0.6464006756662387,1.1706632142017446,1.794785924518903e-58,0.4467021851447359,0.6389408565655751,0.28519126680625123,0.44969409885576705
60,0.8085111528407363,0.46234064835579064,0.020995475401629562,0.8671360272177128,0.6523334570439835,0.37197872840543955,0.4102918744484347
61,1.5795906209674372e-05,0.5468025605946061,0.10280114205084713,0.4381350188099064,0.6373519833309826,1.101922023973775,0.2555187476876412
62,2.269671938330851e-16,0.3518876178040176,0.09151903202237975,0.8239366855385041,0.7187896308980656,0.8895428462372795,0.27942252433323284
63,0.46418880239684096,0.3440106627348431,0.017503438962489164,0.5739161861227727,0.5883061727858501,0.926085798389677,0.4184469920826638
64,0.22444701959944993,0.4473431080026837,0.07206984134578859,0.5407406258987655,0.7892033768193519,0.9740387016646213,0.18713761350022665
65,1.1877085380761605,0.6316192836665785,0.07178883875281587,0.26914401955820355,0.6599534816756066,0.6176081420033781,0.22479520434781852
66,1.1874595756254254,0.7597581821649031,3.0734248438611036e-32,0.2433665824878581,0.6521766614015807,0.5425985780757868,0.22875327496498019
67,0.41561901734219764,0.8429708054914626,0.027357449080104932,0.11628410275681549,0.7424694622831172,0.9791984003313484,0.08690787192583956
68,1.0218870107583136,0.6192706024725535,4.296767646070466e-33,0.13735699706161728,0.7168270383692578,0.863104672976725,0.12562256886337703
69,0.00625536816996264,0.6113046992427028,3.251645453634295e-171,0.8243866838187629,0.8032352339338605,0.7530715575569523,0.18697638740378128
70,0.002367251371326436,0.814880428052797,2.1613266035111505e-106,0.7081013425981549,0.6711333716143062,0.6526096535126475,0.28535486415316275
71,0.6152752902436318,0.7181029978202282,8.275345390478273e-55,0.464518759700148,0.7183883758018558,0.663886664527505,0.16785662366173887
72,0.004172703410571868,0.48262329026640194,2.6131476299368715e-18,0.597601336048588,0.7514376950867534,1.0163413549009934,0.1496800094531093
73,0.3820752770457605,0.7283036213289367,0.07370409687201912,0.6971602896161926,0.823878893631046,0.5932350153969514,0.07533365605073683
74,0.34417998405901823,0.8553223067759897,2.9110657681398557e-56,0.6779864294009584,0.7506902299576158,0.5612309463378112,0.18814849646421916
75,5.746977112519164e-06,0.6636958805972994,4.2351562174943574e-17,0.6788414207354608,0.7123644403003722,0.8751966868100163,0.19695259415807073
76,7.060411656226524e-09,0.8991418709050735,0.08574521736623311,0.8516272080156565,0.7796786475444568,0.43292750583223455,2.284039371259812e-40
77,0.8251822859676105,0.49594577886081986,1.9204089357211602e-18,0.7137071109467127,0.7100993688008014,0.5139351165222804,0.08187931631075293
78,1.1859015045279235,0.42958313146907323,3.793017941601529e-40,0.7793804032979375,0.7348760431318726,0.2490714021535041,0.23731945689355347
79,0.7089783882676298,0.6947492842194233,0.02576557409253051,0.7048606733616076,0.799655891338805,0.45718913219037816,0.00022239513027435656
80,1.6455015437250482,0.5631300241578503,0.037217736110272154,7.613803700829011e-13,0.7339093636948858,0.7136010313507081,5.911181213531732e-16
81,2.0142122081539005,0.2215660283470537,2.7861906086598967e-105,0.09289290489877594,0.7918837543160155,0.5897879425845874,0.06125240324639243
82,1.3575990578598875,0.027756019429608928,2.3957383151354036e-49,0.757077130341508,0.7034480685694804,0.6312645499872537,0.0416012520162173
83,1.8225714387905085,5.596438622596124e-10,2.14991957444936e-121,0.5008801655117077,0.8119133374736264,0.4757478406218604,1.7903895191478518e-11
84,0.17628656268245305,0.30233891352573916,1.5723038751439707e-103,1.02486659576121,0.7891881368608684,0.723313592670254,0.06718758912838486
85,1.8844063515458562,0.44912235116689975,5.186505070908662e-20,5.531084980766808e-18,0.7872146753496727,0.6322548645896093,1.2496087127874699e-05
86,0.9497506037510176,0.26973444088437526,5.7284764033583766e-39,0.5142601737957107,0.7561882377530514,0.762570232697613,0.06250929613167171
87,0.7577853626111191,0.2262363799716927,4.535915592380616e-24,0.4758062827700594,0.8388387901277938,0.9453901091903149,1.4977372271750236e-10
88,0.19136786710415502,0.12892812185327598,0.08516115353790475,1.0222300564772842,0.8507495502960941,0.8156096081427228,2.9413741861650425e-28
89,1.0217383776056659,2.3828399794748156e-12,1.0207914993233415e-53,0.5257482253678537,0.8138767839278579,0.8526991904472997,2.6092153158335365e-36
90,0.7819645596654813,0.346669823099854,0.02131700891302065,0.7608070685402059,0.8206028091797273,0.4625839109041669,1.6126101845832646e-24
91,1.916182681875812e-12,0.1953986627437632,0.0403636451457864,0.8329153523913713,0.8263949935923476,1.0028020836565443,6.852328291477734e-20
92,0.8766775171419788,0.16084488464427477,0.0626486373861529,0.7139656438371498,0.8462348954264015,0.6185692456233433,6.52493558335421e-52
93,0.6252755037043837,0.40731519974655855,0.20488744456914382,1.043143344800612,0.710095984792336,0.32564637341713626,4.2406932675600075e-05
94,0.5429405220853436,0.00030719491243372233,0.053068558968154954,1.1393632298578693,0.8008386376948347,0.6420088178301793,1.5120949617049978e-42
95,0.5726329825756199,1.4989965091949845e-10,1.6373655799822722e-18,1.2671461755100695,0.7136599011479765,0.5113416736196816,0.26348331028188804
96,1.1652927972703395,0.7784290743924935,7.035352448912489e-22,0.3963771233148418,0.7833265164838503,0.39808401143489136,0.2072931170770853
97,1.4716893194986178,0.46815798908581724,0.08433534520686169,0.36397117551366226,0.6973762997250418,0.48983594528280816,0.018907523963193954
98,1.7662432096014542,0.039695256934350574,3.726348505924011e-19,1.029355670869442,0.7168427988742364,0.0684526713464362,0.16853062854335826
99,0.1529141848007254,0.3660988664658098,0.09498582886187408,0.9692789691387611,0.7740927984523307,0.7104944885092033,6.749330512696647e-48
100,1.068563813620861,0.5340515208029329,0.12464214941183785,0.7676636875072531,0.7543031153606835,0.31991992261199464,0.09776518307329356
101,0.5019186954086776,0.7625069426596144,0.1595533093176378,0.6143203025641183,0.7989265007482658,0.536438728859446,3.7938746120273677e-06
102,0.9621732599130112,0.49240584480895294,0.1816957651626113,0.10791495263088681,0.6137439448464986,0.9557440617968728,4.927705155147244e-83
103,0.7048414160632942,0.11948277029838417,0.028833786072979876,1.1745239732206916,0.7205747032798981,0.4303369521762738,0.14827203529398783
104,0.11250288540347196,0.8525068338610852,0.16740699638860929,0.7398977850174167,0.7582986006560485,0.49486193979807025,0.01955429126660687
105,1.0099467751945361,0.29573465278991473,0.09493758297573882,0.6494679565588787,0.7636606423715463,0.6811408045993533,2.476477914460425e-36
106,1.2702889040581704,0.5675585272557722,0.1120199581725654,0.5067623699926417,0.6847436160923323,0.4265321708410245,6.657466706257267e-27
107,1.1372103829586497,0.7272004099767228,0.10290735512422042,0.4926402752603231,0.7202923334996032,0.31316758988536486,0.06640756811814771
108,1.5516918974679035,0.35281721874276784,0.009460978318820923,0.21860319468653897,0.7338498403047587,0.6511927506251403,0.1162218193910246
109,1.453823707009027,0.596564956354197,0.0940017828963988,0.4311743846855104,0.7975772364877505,0.339805279679047,6.31103858111372e-50
110,1.820693328873646,0.11687175590896177,4.4176236679200666e-42,0.3631441153731857,0.8570289932248677,0.5511396834831926,2.7991334635766e-19
111,0.40221585519362374,0.2567254587898245,0.007084729940260277,1.1173363862143786,0.7834779390222281,0.5358154823288948,0.08043660135855278
112,0.8395463633925402,1.9602308154820214e-06,0.05134620401362679,1.1377611610189557,0.6850949720770041,0.5226378254934742,1.545894758814056e-65
113,0.12651256952758727,0.7188435136138273,2.1060451836366287e-12,0.9009512805380069,0.8312567258685871,0.51380995690078,1.136587963878088e-23
114,0.33841949465990173,0.48418887301301133,0.04967571439958611,0.5443787462519035,0.8211118373610446,0.9554726273355318,2.367229414527015e-38
115,0.20952156358075408,0.537945842898816,6.717882341098255e-05,0.8864563561403305,0.7901575344679721,0.6301328780521706,2.1885760435975197e-07
116,0.6912512178910227,0.5312626625081401,2.5091685431708932e-24,0.6237927042973956,0.8518449634836122,0.5350476902064849,9.578866188210658e-50
117,0.7587462061884643,0.48410721324595857,0.08254626715591289,0.6787207199930897,0.7521212180046255,0.5111695005876401,4.191878493552003e-62
118,1.0460798648410172,0.15868605777204658,0.028624831682244434,0.6853088425788295,0.7529030465855203,0.6205597769116097,1.567270197986866e-22
119,0.6351886051750145,0.4507661268005236,0.04073298855764488,0.7731724913107206,0.703317856708286,0.6478263001475255,2.5344236524263022e-37
120,0.4956468910511429,0.46319553753160136,3.669613775695357e-18,0.6244712236900312,0.8496126593665887,0.7285696357774915,5.802202867670871e-09
121,1.5012906629640028,0.13626870319312445,9.526018219981324e-50,0.7119020779784749,0.7338603165068662,0.4257782418730327,0.13276683389678554
122,1.262217957062711,0.005338849984088781,2.0947777960405007e-20,0.4433378673814631,0.804891282649119,0.7589865018594617,5.900057975126564e-06
123,0.8735675473675921,0.30157083463460593,7.6379544784529e-24,0.7450267436808584,0.8302283944649682,0.5989607386576054,5.590827367864524e-20
124,0.6687647277987985,0.1157220724882754,4.705212556409949e-36,0.8378231385221434,0.7101247421406198,0.7842586319311059,2.51419402507878e-10
125,0.2943187444044284,0.7754003711720103,0.03653426271738105,0.9739117815075996,0.8176860766702905,0.3875306995978864,2.0038694727841515e-19
126,0.38315664549930606,0.1737313850006499,0.0788936103068588,0.6684424133888444,0.7693813368633173,1.0363621678081396,3.6725921655532333e-73
127,0.7871305500307586,0.3859574464735561,0.0259510254168099,0.7448146829133643,0.8095993666443134,0.5203211685280501,8.122917793266463e-30
128,0.055484754644155226,0.5058068666248513,0.010528854388614017,1.240899467618488,0.7196646156624127,0.5062832836711236,1.1186783858444728e-56
129,0.8676732229388343,0.2867434476612735,7.381187293599531e-05,0.7433927192675122,0.7378010850869097,0.6786341304551027,0.05317573322387514
130,1.9183404654309701,0.12503105841133438,4.6296181369606856e-07,0.37413054461808815,0.7606185060700814,0.4962491760054401,0.08305661260168533
131,1.2545243586181192,0.2775084562118384,0.14248050680400287,0.9766528324064884,0.8013081528280702,0.17179227091415414,1.5291451883777373e-25
132,1.2500668124485195,0.3163227411394777,0.06921885995615454,0.5908256822585302,0.7475110372343794,0.5129476565143708,1.511705434598173e-38
133,0.3187684616180314,0.8547678740655733,0.14947443109664885,0.9327820178474506,0.8138967573764302,0.323365811480073,2.1811559789009315e-54
134,0.348829244270595,0.2930787858850192,2.4859534057474565e-23,0.6889134803401196,0.8320823234210319,0.9158077305862317,7.185265972436961e-36
135,1.4440430647780268e-07,0.08937121391068685,3.732421574456263e-53,0.819377729947177,0.7910442198246916,1.107239035185293,3.3213915795643626e-35
136,0.949697443835669,0.17523588778332366,0.06705207387624405,0.816323195666198,0.7819923996179085,0.5020838743139032,8.517223154384589e-11
137,1.269740445106074,0.32918908831171734,1.9587552080042182e-30,0.8020409272499522,0.8215996522406898,0.3316996314785576,2.4778118932236445e-08
138,0.25027180988163505,0.6000806502789581,0.053363641335629645,0.9186391703215256,0.8279212407406225,0.5630673465171183,6.9629722474924e-19
139,0.9528731218921869,0.5161112011664228,9.429694088108265e-106,0.3796357614411076,0.8188106938808274,0.773507675751441,3.8771379283999356e-19
140,1.3292859217235178,0.6591863712942007,8.270272598061865e-82,0.4235429829813781,0.8477483737207967,0.3642495639374885,0.006581476960139875
141,0.5885856268489124,0.05031325071823869,1.1435928487017766e-106,0.7491823274166963,0.8058370138323595,0.8654058733519105,5.67456984526756e-09
142,0.4499601978816391,0.918266570140726,4.131705075300524e-24,0.763613415925084,0.7973653672134942,0.39094380813424584,0.12743837828195584
143,1.959482824160839,3.215716867781349e-07,5.730197439127661e-24,0.555703262409241,0.7351752128433232,0.2979850496180693,0.17449872507262001
144,1.3753304334111878,0.2656093400286956,6.125484548208866e-80,0.624112148354784,0.7296651252545658,0.44161708789958126,0.19285086066371063
145,1.1881947757620228,0.2139065598291188,0.037549666723682124,0.7561892558684844,0.8400326290183874,0.49214262621389976,9.19110574573271e-12
146,0.7434053233744771,0.26227622756581426,0.004302394344147845,0.9265103072651067,0.6359748833732699,0.5759533152417967,0.283071351725288
147,0.9131855043285244,0.8023447901435556,3.549319994479828e-33,0.7814496404518892,0.7654846886492538,0.16652232642148176,0.2679482816178063
148,1.5265440164754587,4.437765535356003e-05,0.12552942475998635,0.5411127686360123,0.7830014168079985,0.6909097266086826,5.0365930461346145e-05
149,0.37811162338075366,0.801119605425519,0.17027709119893403,0.5530849016426301,0.7786691941637374,0.5814175217560857,6.909341967685513e-07
