Metric,Original,Normalized
reconstruction_error,229.68810993649558,229.68810993649558
relative_error,0.6454689493289687,0.6454689493289687
explained_variance,0.5833698354521573,0.5833698354521573
frobenius_error,229.68810993649558,229.68810993649558
relative_frobenius_error,0.6454689493289687,0.6454689493289687
fit_score,0.3545310506710313,0.3545310506710313
