Trial,LatentFactor_1,LatentFactor_2,LatentFactor_3,LatentFactor_4,LatentFactor_5,LatentFactor_6,LatentFactor_7,LatentFactor_8,LatentFactor_9
93,0.24301971278617343,1.3380092132069676,0.7497506292082448,0.09964308080808484,0.5789574266404309,2.028553709203995,0.14503386095162113,0.32344787206150594,5.457210532653939e-08
94,0.10715736245478966,0.8947277610290386,0.46113730894701144,2.095539111162652e-09,0.03589156833091858,2.3164131940834105,3.553392665735551e-18,0.711581794253202,1.7057199870709638
95,0.3302611033784896,0.9919033348259145,0.002292581190225546,1.1140352989408317e-11,0.42811065468154325,2.2581820638645835,0.05438606640391538,0.7198829722061159,1.3831925164126468
96,0.73527342381236,0.00015032087861880362,1.2678026180338524,0.00031712438387865267,0.2477975516762218,2.428571802913637,0.025807136677195815,0.5658666877026448,1.0507808266727325
97,0.47005240311513186,0.03153067583237829,0.42814856187493966,0.3286438004037844,0.9656562911672043,2.03575173306725,0.03834655004919248,0.8928210817782206,0.699117741989034
98,0.5227502682701355,0.7837613504167236,0.22588939408710046,6.064527675606332e-14,0.13979895114673818,2.2173078009173364,0.008197635385505078,1.7860908687755603,0.15019793391146052
99,0.18931507625672758,1.3900767753042156,0.49030263257139545,0.45129215340262985,0.2385386772374155,2.2468363208356137,0.02063633234426388,0.03272149940778188,0.8100007253178196
100,0.601159480280796,0.7034690055326123,0.42124891117068797,0.5371457300120019,1.1333605025039216e-06,2.2370508302235215,0.10959694143849055,0.9786010065487375,0.47757729408458255
101,0.3379694332182669,1.0432954724624113,0.970513269003906,0.6260783320880776,3.3303608916153953e-07,2.31408915302818,0.08337347628724075,0.3190028298697662,0.15706711428598202
102,1.875170517498758e-08,8.68089576743751e-17,0.8957526309528332,0.5974644603962794,0.5681636538152635,1.7901811803890806,0.0775762806617437,0.4765923159908274,1.3842940510483133
103,0.13257151083753713,1.8190298979326873,0.29186815020990103,0.25462385580094227,0.285243954474616,2.1907005706959444,0.04411399322213555,0.5697305852644615,0.04234839419840316
104,0.2893814724580784,0.9852355871967762,0.9595937179953739,0.6573476449690375,1.0343854232697367e-20,2.1823816265378824,0.12333533849786507,0.011123383038492328,0.5162164285421839
105,8.542775814603942e-05,0.8519193473289329,0.6014941489416881,0.6827982225728669,0.0450875763021502,2.234914303922118,0.008396195884341737,0.9763294032807668,0.63557789344073
106,0.2558304965637615,0.6759984799594276,1.039253878620713,0.4296205559835725,0.38963418749086326,1.9950485055484581,0.03740375177974924,0.7168554776996241,0.08496825793881015
107,0.8995562943796213,0.005676481713512307,0.36329803043120235,0.38501037447798914,3.8872852165594184e-24,2.1166765319998277,0.08370903177953794,1.0549921671345455,1.1588207186508188
108,0.14810435530773453,0.2840372756485281,0.9135257880232708,0.26968949870234654,0.8446902501916084,2.2217383107738042,0.005283315799362962,0.749986845688834,0.4525267962368031
109,0.37747850743788397,0.13433056681937897,1.0731333062797808,0.2899685527170756,1.0867617225931699e-08,2.3240873872229857,0.01027590677829047,1.2203464515204467,0.6399445272652634
110,1.1163673277276963e-15,0.604324915598842,1.299429578182168,5.045481285997221e-06,0.9394615915993557,2.4441992134352937,2.6283932362563416e-46,0.6421473156694943,7.683581058913522e-07
111,0.1010516882989443,1.9573730659357582,0.833113052739119,0.17172679610042563,0.25014331876811213,2.325992212942154,0.0011126981754356617,4.75301987838741e-05,0.015090221762854706
112,0.12145934441188957,1.3751459947195228,0.12810692674434973,1.5173229291985356e-13,0.9654548876575997,1.9818586059817207,7.336328712504897e-25,0.6484886093552881,0.3842554946104322
113,0.3265857140965404,0.9429588388673483,1.2526609811434335,0.013035665720502002,7.820967173575441e-26,2.3677858854691762,3.368562051296664e-36,0.10909781965789321,1.007766775744054
114,0.01793123511094321,0.4317348893222445,0.46688616408090594,0.8251505208298116,0.16657446938150916,2.3713347112628957,2.0209130098728774e-11,0.39984953153467007,1.7478908280658214
115,0.16019258620888388,1.4179073768920283,0.5234760797739707,0.6323407217044263,0.3173040900619337,2.2551178174840425,4.631090366892046e-29,0.15610535733184003,0.26093630866750367
116,0.615003029962864,3.4545568006460777e-06,0.3990074469738002,0.258697770864042,0.45764542349420434,2.4187638364598056,2.82379422934648e-47,0.6026622579654791,1.5071071704585688
117,0.3377393920795053,1.024268236223272,0.1279782805201711,0.6068752980330988,1.0646501885992132,2.1890664369966997,0.004346783457822347,0.24138836107891234,0.0001268911939703692
118,3.073376878199885e-13,0.7649228331050946,1.403168810605261,3.486179624916091e-23,0.4521631685961812,2.1656044658588502,6.8676785534305835e-18,0.3045820945048925,0.6297214291810291
119,2.471623591022227e-05,1.4051347433265202,0.6464919438314375,0.536101277569863,0.5821152441490278,2.029992608537341,1.9584539345160882e-13,0.35750254258323944,0.02655660637099507
120,9.574283989839152e-08,0.840795920620912,1.1469778973107996,0.26360795279406507,0.713223798637216,2.424348743601978,1.6304339762068936e-34,5.53519553637039e-14,0.5432132802098103
121,0.6119224139734706,0.535850303704633,0.1461598315658525,7.850063006623244e-20,1.3664698487470952,2.2379081648319104,2.7585859065855043e-21,0.6890116444968705,0.36981829335744726
122,1.331453676913078e-27,1.093021187276475,1.028955494147995,0.11692027084342756,0.827389148822686,2.2967765066366788,3.3746998238245907e-28,0.1822630205283216,2.8927306394758067e-09
123,0.7080280474956722,0.5594205403207106,0.557667339846061,0.13015554320106032,0.44766109988161484,2.365821320516254,4.342792436042218e-37,0.46637657000575544,0.9307495503605459
124,0.011759308210961066,1.1432184131580483,0.6835545098048605,0.2721443817483722,0.02820447086205656,2.0258575394077427,3.548994085701187e-42,0.5973941666652816,1.0161999599269915
125,0.5385036111066652,1.3570058482214997,0.7067900417334364,0.4588509732029698,0.004394168277250172,2.3551090493983,5.629881162877012e-09,0.28485990437486075,0.2291320078031418
126,3.407836216127464e-08,1.1141095932924914,0.42155998059484623,0.6052798217591783,0.6298611033291313,2.2381147694030292,4.0144906035445337e-16,1.924402995355575e-05,0.9883016626126601
127,0.19122838188097707,0.7867312173407074,1.2092073641001488,2.74776656944381e-08,0.2994774697415007,2.322177602897389,2.485984992957704e-19,0.35652600368330645,0.7016465889686127
128,0.5113350495356058,1.3307426477880342,0.2920049198725762,0.4806128827209096,3.428992044050829e-05,2.0483377558112763,1.3772160667503054e-34,0.3318191519010906,0.864213089585806
129,0.03516927755729421,0.9171656176256276,0.8432060942312488,0.26734422532684243,0.3604869676472491,2.1639036931416213,3.437243385552423e-15,0.6137473511270548,0.7562241348043368
130,0.042647087231022056,0.4800265584274101,0.15808507624018114,0.6280290925309533,0.7945422092288208,2.2583965765257474,5.360046344134463e-09,1.4854905621004426,0.0003539024828410354
131,0.6678983559600452,1.0154163692507407,0.16738311741555137,6.57922941485766e-06,0.5469035497786017,2.309700751132119,0.0726382206528351,1.0755698017773372,1.1545023273655607e-05
132,0.583002829801439,2.167286097405907e-05,0.2878329812806996,0.10370737066380048,0.7089410791724229,2.1750229773526684,0.0005461451484075194,1.0623443777147727,1.1867634092140757
133,0.9564397402789524,1.0400356720320982,0.6690440548965256,0.17046834557338597,0.4826812932978622,2.364076279389042,0.05396991936464961,0.19568616071454806,0.008505905482661806
134,0.00727759972713054,0.9081388129754747,6.837076463638302e-21,1.111854798319308,0.02117247371053479,2.3674423165824754,9.389014477471365e-42,0.546232680070345,1.216000685947298
135,0.002915117830369669,0.8531386688795595,0.2627922295913808,0.3071867632886598,0.44645440101039674,2.2526740473786324,1.311128809776697e-62,1.579815699526424e-08,2.0642773759211273
136,0.5150006079961712,0.35047485231906733,0.00014487765171301384,0.00039585100539156975,1.3355108573552177,2.2787909804982838,0.0014732983695532153,0.5486492519757881,0.9538979079930567
137,0.7475166456027742,0.7245654756961751,6.621352641169231e-06,0.1335746247151391,1.3448468156836373,2.345318343730103,2.1228832110305268e-38,0.664632766724796,0.009488444021626071
138,0.9863845358836,0.40821785166330327,4.382237181937354e-20,0.44829827485504126,0.08642635945428043,2.399036925432814,1.423553819466949e-13,0.45463775796116046,1.6841839474056632
139,0.04981780049382072,0.330373943315016,0.0989227365420987,1.1046199883920176,0.18728179923326263,2.336259167636075,3.6593707086312994e-80,1.00709778766108,1.2442996929528491
140,0.5314370707037899,0.3483645491885213,0.24091142727072679,0.6741012115437673,0.9027329378402608,2.431879257304731,8.70976388304302e-60,0.8708709066601682,0.049264270519364585
141,0.0063993283280828405,0.8408806921943893,0.38855471249527357,0.12509505437121038,0.7860411842589891,2.302920321181743,2.1983519057112712e-77,0.3290054309654696,1.2138653614108152
142,0.6091543558681574,0.9406314202939406,0.9182949761374661,0.376185734160567,1.7956104266988876e-09,2.413656651849052,4.370956276462639e-10,0.3589285240828524,0.5071477513380346
143,0.5108038843876094,0.16135636518018137,1.1895235426310509e-13,0.12746590251402334,0.49905554445292544,2.2827115075278055,0.0034347035063388973,1.742286100831299,0.5434955096143324
144,0.37804005390391465,0.7053424189602893,0.537087182589491,0.25580829772258534,0.42303200385793027,2.293183272312142,8.974114275620802e-24,0.9072449584511186,0.4006716466255264
145,0.6581669470104631,0.5997382694705229,0.0019095007755426448,0.3772496123612607,0.27170575280324283,2.424452501115179,1.1149570665607615e-14,0.9523517327607031,0.9989626100447347
146,0.7271529914080692,0.9108424484703267,1.3744335835869886e-07,0.3063880763687813,0.12374586316654397,2.034019543338664,0.08279796601502243,0.7274529424180131,1.116658893518549
147,0.8178995014453856,0.47830039176490025,0.6496949090151392,0.3265044877376936,2.751421745570489e-19,2.4386389902774726,0.03202175109336978,1.0304067171073572,0.3663895201254282
148,0.05260978738407118,0.09764023712359154,2.4311195162527242e-31,0.7281627534851248,0.107383887900338,2.272196573562207,0.056610542072459885,1.6607473217980193,1.4278110575170329
149,0.35597394946393196,0.8730785444501156,0.39282392344156364,1.003322493563986,0.14813554652338487,2.2366813944642487,0.1088161978201336,0.3090743886006455,0.4035510712334414
