AgentID,LatentFactor_1,LatentFactor_2,LatentFactor_3,LatentFactor_4,LatentFactor_5,LatentFactor_6,LatentFactor_7,LatentFactor_8,LatentFactor_9,LatentFactor_10
129,0.49747011877275393,1.475434898651537e-152,0.058355578951333635,0.23351014778162488,0.0587010766829985,0.2705009421664182,0.26858607155673453,0.10047159410424454,0.20464157219495627,0.09998648618126504
130,0.30825943868938604,0.057020696360120006,0.04903052062786058,0.0867517518772094,0.1484031311378425,0.26421037487001964,0.13197656507364308,0.15774223342313737,0.220145338858043,0.12881380990556554
131,0.5563969998361662,0.06731246104895752,0.025489608509903734,0.2214023053488925,0.10673974484735303,0.20562334294583756,0.25384824437572207,0.12321255643027576,0.25506645841470715,0.1283309226975304
132,0.09082054462277196,0.19359779445100286,0.009599982363295189,0.10623574514297544,0.13884654675172128,0.05614426733306016,0.3526651124987318,0.5048709220237309,0.1783349047500408,0.2613496328509913
133,0.37128001869375576,1.096437721500468e-302,0.3333162312098816,0.0008305043484843506,0.02968781216379857,0.1827591276173785,0.2701612064360053,0.36187098921952054,0.0668330475242494,0.18503607269004763
134,0.3821908366487192,0.025718037423036553,0.06432709507327751,0.00017382659821254178,0.1860593847174376,0.20540026610605716,0.14110615345804955,0.03955676095792812,0.21054658104022922,0.33739416408432943
135,0.19947378104544697,0.0,0.11140808656636647,0.21228579243585657,0.12076493602545214,0.3031985433346094,0.2501237507332372,0.017976388925856256,0.20934905804245782,0.13064129763273685
136,0.05453440503477414,0.01617078702461506,0.17046451378642183,0.21518802736399312,0.0688667685012273,0.2462897153718732,0.0675261805236101,0.4310234631301113,0.1903943604278157,0.16440445376416565
137,0.15687348470290577,0.1753542713514931,0.044675718185921136,0.39000648884221173,0.09961985280755896,0.020920969481040465,0.5360706994323726,0.23868245075922787,0.19781880604337423,0.2533787948584477
138,0.12260150360910184,0.0,0.15799045148306923,0.2725499939860912,0.08709269344341686,0.26558867059003244,0.0,0.2572051227378571,0.2866072687436174,0.04912624569421933
139,0.23038430664106158,0.0,0.3023185369145688,0.2911083067530522,0.055118224875024734,0.23751996566090783,0.10940503445575349,0.17500262830694474,0.11507744765953207,0.13987433841004862
140,0.11456557897482648,0.18818940217831745,0.09975781573604184,0.14096428999161323,8.95085183297618e-34,0.2624512496265008,0.0,0.4187787024089219,0.3286006117111998,0.12694880477162207
141,0.025250338115727113,0.13565966743235575,0.03784687928967177,0.22485837988512686,0.325411345056673,0.17688642940880958,0.0,0.26720093491698227,0.31756689472039495,1.0967313406990295e-17
142,5.127076130708478e-35,0.0,0.16798256845780157,0.2606679264565315,0.12582052351251355,0.12928003060294452,0.0,0.36359441489509914,0.21635405793678503,0.14300578934440938
143,1.1e-322,0.025487955864038816,0.14645166942009288,0.2682784077157096,0.323283658369938,0.03800935746478426,0.0,0.19274208908883314,0.4239984896275807,0.09788183670352588
144,0.3771893059060248,0.08264897639299096,0.20313927073533106,1.2209495769345043e-19,0.12419036813450031,0.2296207587660322,0.27596397246765103,0.27583357032179934,0.19064269717092025,0.07652926097893853
145,0.4390440219197925,0.11716848898189625,0.03455550608928648,0.36992538387323076,0.2736504283638763,0.03206595969054981,0.179750813777678,0.11251983770613577,0.007725751626804265,0.2586408592760803
146,0.4609026454387198,0.08777387870857148,5.625147476815663e-144,0.16187083034970695,0.1621304632724993,0.06279054300508247,0.22405876894953378,0.41858338394133765,0.19646712337639036,0.10397511150401077
147,0.0,0.11666142781546333,0.11049222467317239,0.4514987738124439,0.3082560451814289,0.13592757466026587,0.0,0.2584484766337003,0.13255367947797833,0.052823126523973106
148,0.5234669448689324,0.0400593130915673,0.17756409260173264,0.19214125603728258,0.10877595905810278,0.08230430005493237,0.28728183409399755,0.0802842829778231,0.17874962726316626,0.15754139884778073
