Trial,LatentFactor_1,LatentFactor_2,LatentFactor_3,LatentFactor_4,LatentFactor_5,LatentFactor_6,LatentFactor_7,LatentFactor_8
55,0.9732921528935998,1.1390111871339004,0.12823771244944274,0.0317278854852688,0.43947605952617586,0.63320968334919,1.010812397533575,0.001532598669152078
56,0.8165846929704921,1.4506582832686559,0.10002200645973096,0.043471118138917596,0.5714429249253584,0.5492160812500193,0.9913752470722401,1.1743431932082934e-135
57,0.6994043034785457,0.6127591296621688,0.4088954927810251,0.362537489502039,0.3871014600358443,0.9768414315732111,0.9390844640191324,6.393004180498663e-43
58,0.4264717483836304,1.4495477608775045,5.474651773219753e-08,0.3621181358752181,0.2850533168000329,0.7442815378682238,1.143657436435297,1.5333337429309167e-109
59,0.46476803022894647,0.4311306920024799,1.169497291005499,0.34548934654064956,0.4169882435248923,0.3518422473613552,1.033182323873089,4.2846552400881296e-89
60,0.13182490971085425,0.5886398154697858,0.9663477903131041,0.27522118737190215,0.38036700488897385,0.946600280413141,1.0541090977680994,0.02774857579782061
61,0.8525211622945067,4.1798112222267356e-05,0.5769740298268979,4.7253828152772065e-06,0.23521426332015444,1.5226686583727165,1.0295813064066672,0.13219687479110312
62,0.5632254909563946,1.0692904441693794e-11,0.33536102029214454,0.44633189908034565,0.2586920702759236,1.5907709657641917,1.1605445674930446,0.11689831132785729
63,0.747138422424988,0.4402915905295273,0.18633307751822223,0.3368726598560142,0.38978892511121727,1.311306450543066,0.9503818619123132,0.021614987518895595
64,0.5980866029441702,0.2717246715075894,0.5870496040649276,0.05981266962330964,0.17436367160824467,1.4518844506559703,1.2730325788990873,0.090802224817604
65,0.5087466706166668,0.7654242636712996,0.9349919206691423,0.00031381539479165933,0.21024021849298868,0.7619793000845468,1.0642743821063683,0.09061775593594833
66,0.7786063149911258,0.9499383142796869,0.6847270027128998,0.021597039745270292,0.21244782637309784,0.518692485924936,1.052632021945548,2.2804268778829245e-46
67,1.2452862239572464,0.4831895256432086,0.2950269722790015,4.959313655890568e-11,0.08089513851176172,0.9383525801281516,1.1970448783257328,0.03465867935953264
68,1.0192354832914055,0.5073253796606786,0.27934296630043787,0.27449901162936935,0.11716845707419361,0.9787404228379055,1.1557634199554718,5.502791188838393e-46
69,0.8045921963616582,0.6724993260680491,0.24278416805370764,0.28902627140602993,0.17197652080330159,0.9692099124783726,1.2968603714034317,4.720869757070315e-244
70,0.6949408629558892,0.40475622933509103,0.7807856726025284,1.0938156485449614e-12,0.26569120269436125,0.9797863924742375,1.0830976966031935,3.333033240625418e-170
71,0.5878423003674115,0.50051414579439,0.8219108548556637,0.10586014192763714,0.15477074776507269,0.9244939466497114,1.1596177253159192,2.3493770559135643e-74
72,0.9740874608710895,0.0045777137012687754,0.3017650867989354,0.21951902963789469,0.1387040888602737,1.459993452323293,1.2122471061983522,1.2980402565851783e-23
73,0.542253456641567,0.34307897882106636,0.6278281107618815,0.4996829802586609,0.07008093177262985,0.9427195117862327,1.3281239700877048,0.09367118468174868
74,0.5314618999411784,0.36764097938779117,0.8758672311880586,0.2958389248774184,0.17497991145831523,0.9096894398694065,1.2109062568856537,1.2907920260297072e-85
75,0.6819389848563169,2.815352481864154e-20,0.8892649994279425,1.1822521045013155e-24,0.1824471253858867,1.4645092212406987,1.1496913426434305,4.730479581651674e-19
76,0.5204590429605281,0.00023102834968181826,0.9704934949204785,0.31263620880949716,3.509457526269984e-77,0.9649780036327108,1.2562094124451821,0.10979098470742356
77,0.1937108970707623,0.4294297159115418,0.7779671881674413,0.5614131145655231,0.07440398512822062,1.0070066927029209,1.1460191098168189,1.398912905638619e-12
78,1.3721648276795489e-05,0.9020763686025205,0.895319033763351,0.3909930253137696,0.2218578799124663,0.673223031962826,1.1849455415848003,6.510776432324102e-70
79,0.48536384035106506,0.6182687201956703,0.6865134478885421,0.46022809769502404,5.5137954421858094e-14,0.7200125719689197,1.288738422222478,0.033231171989064744
80,1.0570370180695083,1.3678449114434836,0.2810614809132268,0.03459996633997429,6.1705358849378025e-40,0.2986282777543953,1.1825205604397415,0.048168885902684797
81,0.4445216636672274,1.3672898916297527,0.274670442682057,0.40416448247668035,0.05404736882497221,0.4376911951741181,1.2784450072020843,3.17855367431277e-135
82,3.806819055323216e-05,0.9381930984758603,0.9076535016979647,0.056274400298499894,0.03635503943661818,1.2962425201016563,1.1354259813861274,6.035803558593147e-44
83,0.06492482401316813,1.3031696889973328,0.13155732928591538,0.7205020091870441,2.1991453348928794e-32,0.7140578445303685,1.308574957449506,4.9618264463993767e-172
84,1.5666873727304548e-14,0.10450810799994083,0.7544470876303925,0.5801605233012547,0.06112117415845863,1.5831700779119822,1.2731439183027653,2.614859482748956e-151
85,0.6178185885226681,1.1091771956504122,0.30380324860910674,0.5057462441307561,6.75893746442037e-11,0.45150305977652516,1.2687275978722872,1.7767320200718637e-19
86,0.3852151874667101,0.8759533505399651,0.37777677873455556,0.29392308402712036,0.057950419869738916,1.0604085903302307,1.2191786775831153,2.2311944491597755e-55
87,0.5901464458476255,0.6945341962441887,0.36538056830966986,0.10043080056334422,1.034752855822197e-22,1.288543292567334,1.3519353619355945,1.0724913370123574e-25
88,0.22743639862326054,0.02926144084546566,0.4235461986857389,0.6134918313673664,1.9537582364557023e-54,1.7134958589379206,1.370754674365054,0.10889330828789087
89,0.3479156815597453,1.186802744823155,0.1953227071455229,4.9959883626539105e-47,3.715805652345285e-74,1.2486889902068325,1.311696864838798,6.9793621964597965e-65
90,0.3770967989726378,0.9760836060605153,0.054154454523712,0.7063303565053728,2.3849741857675308e-55,0.6598969406079976,1.3222865471297989,0.027763001203009487
91,0.4776006501069661,0.00215204354564217,0.43536969822739513,0.20735014997131265,3.6778063226178376e-45,1.8624108687148517,1.331603131126387,0.05197350147588526
92,0.2901588996016733,0.5284496343886049,0.5556520103168336,0.22906743431586535,2.1640066786689962e-97,1.2662369927664718,1.3633842238012135,0.08060630805114595
93,1.4103345503295424e-05,0.7611231423322156,0.45281897504401164,0.9423292078757571,1.5108796529296586e-08,0.6831501502213888,1.1440229860901305,0.2609905351384754
94,2.2824962717893017e-25,0.46755955644057046,0.7289919857927953,0.29947004904554325,1.831600384154669e-74,1.5460893068276391,1.2903567097299875,0.06807302796320819
95,2.1281457289740622e-26,0.5691941507642455,0.4305936361495229,0.6238611970143514,0.248149621501423,1.4059443968763465,1.149662071839281,1.505765048441233e-40
96,0.2293023474438426,0.5312377331465893,0.8925081598209936,0.630804725220269,0.19458814637270253,0.6249855026260741,1.262462258405223,4.581299716151687e-43
97,0.4418066463908666,1.25073378755958,0.43273154504432376,0.33621362169523944,0.016172875364051507,0.5025870419159626,1.1244905406105647,0.10813376302879985
98,2.0266079085748457e-50,1.1215647796992085,0.4753473656397823,0.8939653712210952,0.15784546098738372,0.46472860384807413,1.1555285735863874,1.1445297070354408e-34
99,0.2841746946617327,0.39034769182553464,0.47043600405502917,0.48552024100075986,6.206165681119855e-76,1.3486110158615454,1.2473133922905029,0.12096666314418358
100,0.2709348779967821,0.697741914591295,0.7128648523630282,0.5751091339854266,0.09126227874598565,0.7067705490028067,1.2159122928077586,0.15826662544633371
101,0.5429792242933528,0.12824109887957197,0.47776814740331586,0.9251897483813118,2.094633645518865e-11,0.7819769812449254,1.2873048332966581,0.20307703256659074
102,0.79372609133392,0.5446069452619552,0.43303964752560237,0.17844219867186834,2.385697196290712e-144,1.0250498812021556,0.9886243067172231,0.2317540157126646
103,1.637072374171006e-05,0.6764482009619666,0.14075008320618915,1.0350258877334613,0.1383322198473597,1.144673111338406,1.1618229409961842,0.036663252324086806
104,0.44754033237471497,0.06547519583798915,1.1393449810332494,1.1591052846547717e-16,0.018310266555314744,1.1364982372204913,1.2219208448291192,0.21283220376645445
105,0.5358238069743775,0.6728304122860185,0.04980637324368239,0.8505662094938997,2.970238060842475e-63,0.9937827808749574,1.2304976759188424,0.12093634354874544
106,0.2656103116397081,0.7834987402788547,0.41553075164583836,0.8955302865023668,1.7567178475190165e-56,0.6203401093917355,1.1031625760110304,0.14324898646872547
107,0.4187626227035455,0.5908770990975639,1.0490620416139258,0.06934470548787983,0.06193078168745359,0.7319051265857118,1.1610132028982496,0.13074587491614192
108,0.4515642582297343,0.8230946360702707,1.432196257962545e-17,1.0582087399916935,0.10782609284248888,0.6172886840243811,1.1834350168100267,0.012275346537842213
109,0.22346704753819197,0.8105925242823908,0.7588330617199044,0.6113213808455867,2.1579046065086882e-87,0.5015696734294176,1.2850510741769827,0.120113500918589
110,0.025464125210451348,1.3438488247787328,0.5467089853126534,0.3437184212349553,1.2055005126416378e-33,0.7255767635993482,1.3811923445127194,1.1590005376434732e-53
111,0.057070824945931,0.3068929637533872,0.31431518466978187,0.9967725491845371,0.07593647014508782,1.3035180373434185,1.2626789629272095,0.008208722572964764
112,8.468666540830011e-35,1.1593583039087192,0.07001542206447896,0.8257305632111703,9.052860696767713e-123,1.0246951295785478,1.1039009717722206,0.06567449699603432
113,0.20715564438080722,1.1214964070253543e-15,0.8446159339594724,0.6168181166258496,2.442416143767343e-45,1.2382384512214524,1.3396587445756873,1.8140174116843613e-05
114,0.8731276047434419,0.19692160923020408,0.318735867602328,0.26859381356348483,3.5592038885879936e-61,1.417697765145111,1.3232313480406492,0.0631751539769132
115,0.5705071552342874,0.43023206373157175,0.2968656193072693,0.5964832832916772,3.084207800775962e-17,1.0532166638841847,1.271688883226978,0.0055405166854215065
116,0.3864296158007024,0.40020545461801715,0.688658576822644,0.3869140106048968,3.0405381874620875e-89,0.953971792333189,1.3728289194907741,9.211173843209444e-25
117,0.6290692084807018,0.8323336782703304,0.03613701076567022,0.6848727359851484,1.7336630495157156e-99,0.6822136857719092,1.2118854984450151,0.10518924426948512
118,2.130131590517339e-29,0.6533558190524267,0.5262013034037247,0.6535482451525967,3.087507025921208e-44,1.1118496626697585,1.213172733940699,0.03704053097661893
119,0.38945064852078765,0.6939458552831751,0.19845185739725496,0.8369736367528959,7.194830641554481e-60,0.9521476825688908,1.1332014941338537,0.05233795624858461
120,0.406482773693392,0.43940327341008517,0.469055984210849,0.39837373380349966,9.40692997892275e-19,1.21182769032163,1.3692831268292092,1.3398914035594082e-14
121,0.07359427128524529,1.3951270844047812,0.472783341987967,0.3358752604902049,0.12257039972137962,0.7524006812802669,1.1840342093822003,2.407724233452226e-64
122,0.18994531939685533,1.0881527455976467,0.03307232015639172,0.6448233483055079,0.0024025443680126867,0.9004553175938137,1.2956980752999698,3.859985521444804e-33
123,0.2687611878035526,0.47138943253258236,0.35303553420077144,0.8275263350104621,2.742950572467907e-32,1.0686191191639671,1.3380077889475428,1.2189541097903537e-27
124,0.156517894278717,0.04458110024327518,3.5895958357435463e-09,1.5373642782995376,2.7603565018262312e-14,1.2837027568596815,1.1444470067229835,2.7364687804940734e-50
125,0.3265786559946814,0.3130028107531162,0.5925071760089583,0.8693102425860385,9.870033443033862e-19,0.8724111916292505,1.3176276235546793,0.04663346609798518
126,0.6819795998029232,0.3169928795894155,9.611271643047632e-05,0.5089589220539527,4.302938352006645e-130,1.5922510928129154,1.239413777304603,0.10152379957678057
127,0.05548649286209164,0.35220746131304337,0.5546690912496854,0.8472889706701108,3.4983568089489843e-45,1.0715514624870819,1.3045353395054264,0.033412137509975605
128,0.28342574595151415,5.0303780044948125e-09,0.4173577089404389,1.0589789096446942,1.374205380518842e-88,1.2997097464327765,1.1595262032789417,0.013996252557919538
129,0.3033241321293852,0.5782377567441067,0.324218768129929,0.7505488687878175,0.040602049168725805,1.148128020658315,1.189852047231317,0.015210789584283794
130,0.4507984673634527,1.3455014022705643,0.0024603098343080544,0.7255667477574439,0.07746724496918121,0.45656154352749856,1.2261570835123834,4.1511332653209127e-10
131,6.374308481913951e-14,1.2937571799322136,0.6953598729938535,0.42439254253774134,1.2476506401210809e-45,0.4808987794279726,1.291110592297884,0.18147474992824159
132,0.26411727038926053,1.1459497273000443,0.6860298097962335,0.15067822606293668,1.2548427924621859e-65,0.720245705091447,1.2044382719485116,0.08843584813238671
133,0.2184661898087575,0.2879636193721463,0.5967517367006375,1.1650783612481777,2.454118162862821e-95,0.6127000367876828,1.3113156138214808,0.19044015854642493
134,0.7465969060329474,0.20582525589906805,1.3640371588625905e-05,0.6264610734192633,2.6444095904977938e-61,1.4396103122834993,1.340981675422918,3.19236663863123e-26
135,0.6005503980691326,0.004982974458604607,0.13529009157153016,0.31473873860994706,2.865755079021203e-80,1.9839906967385021,1.2749108098595099,2.4759691562620348e-57
136,0.1384455460264575,1.1782280140768113,0.6839079331272634,0.0013919688390784154,2.961474246423645e-26,0.880851915252512,1.2603323512571025,0.08499421004219881
137,0.1853122559848404,1.2850872218584757,0.14280579958280593,0.8947337624529004,1.6699695560527659e-18,0.4767154363614785,1.3241331914704313,2.64070782209086e-32
138,0.5894605477036583,7.584746428105058e-09,0.3362626830812341,0.9135979888055328,2.03793943058203e-39,1.125015038159928,1.3341231850708521,0.06825370656199561
139,0.9457066743021715,0.5131072081378854,0.04899925765141916,0.6104552388367221,1.5588568057462977e-44,0.9549416167521771,1.3196591037146068,2.683690176007938e-146
140,0.6213235979794637,1.105856807545597,0.2850062487476729,0.6151806999171194,7.803541234029509e-06,0.27976851695614,1.370038940612487,6.473266695264988e-102
141,0.373450652072414,0.34786721604844156,0.09073172364949553,0.6770884989636382,5.771374607046517e-21,1.4674478822204848,1.2987744167942745,2.7164931458440336e-153
142,0.28131114814646013,0.20508307036470746,0.9966547109642718,0.6353447828912331,0.11906365467196307,0.8414746646987329,1.2854611187895308,1.0564330847803361e-34
143,0.07571125393966624,1.420532763282288,0.45380691938460527,0.333094323199271,0.16251166867037686,0.5472897308050056,1.1856939667384463,3.9561239608426565e-27
144,0.11620871402380975,0.9009462425542669,0.3787546068921088,0.7547998305956275,0.17916914460675973,0.8014266911391917,1.1771784236380085,4.722152478864734e-108
145,0.25476777087369523,0.7045563202970816,0.01452994305489063,1.167896181547011,1.7477834989634423e-26,0.8510715441132961,1.3538129602971034,0.04771802424251297
146,0.3966859144075996,0.2532549396009373,0.026255990324320473,1.1438801296179855,0.26597956463611055,1.2443693609520396,1.025341415345904,0.00401630312742327
147,0.17236412795519807,0.38774019130380777,0.7313072543576561,1.042519556765802,0.25059753126374484,0.532297454059955,1.2343048447269145,2.089103308148317e-43
148,0.47616293483882033,0.8315776693413762,1.949494320966421e-24,0.7612581530477165,3.2862136565943834e-10,1.018151401587891,1.2618628371837,0.15940988306938492
149,0.8130732683663058,0.012818731007543771,0.16008489046179947,0.9706446844029364,8.148602615896098e-13,0.8503027267413615,1.2546455052745036,0.21661610814112306
