Trial,LatentFactor_1,LatentFactor_2,LatentFactor_3,LatentFactor_4,LatentFactor_5,LatentFactor_6
73,0.9368969902335899,0.6566478475413463,0.548542569821744,0.036157975742099155,0.7103723064123824,0.37009444735270414
74,0.8994654182334451,0.13229141982298112,0.6181000253788781,1.8036580236967264e-13,0.5578270363077104,0.9581280166648337
75,0.8557611667927517,0.000311500535651901,0.9264258007501632,0.010025782270242863,0.8195555454069898,0.5522009332983759
76,0.8730299870700811,0.18580367302309309,0.49612407727906543,0.0018826005468093037,0.6888704516604729,0.7971686342729754
77,0.8118509205238481,0.49815858773756333,0.5892869138349953,1.3596965466781998e-17,0.31701516802095964,0.7679751198712333
78,0.8936841097865411,0.7865653936827635,0.3586188307701623,0.015407258501845891,0.3881709013866785,0.6103829448349813
79,0.8834419931450626,0.5824925040506204,0.43724136057857904,1.1038416370169218e-16,0.7277918373566399,0.5769370580144979
80,0.8129656570962763,0.15043761095576985,0.6597854770304961,1.836287060754746e-18,1.0613846086407448,0.5852799075015865
81,0.8943143108034134,0.5903371076752094,0.5680112022117504,6.484834835341028e-61,0.6134611176477627,0.4607773061401174
82,0.7884598632709341,0.8193810760544326,0.7405038991560015,2.055967399406021e-37,0.21321756098873312,0.4619345212335104
83,0.8900015376178602,1.0108062820400114,0.5388494090548982,1.5670744982725575e-79,0.08267898845827534,0.414966377752025
84,0.8929829770454751,0.8623380724835479,0.7562680509640742,1.8676940636203683e-55,0.07031257620489645,0.3790192905174105
85,0.8616952361142675,0.4017740468794902,0.6070082677476087,1.3393163029582508e-32,0.799328676453412,0.5372650734208148
86,0.8534353545126122,0.8280372514579212,0.7286375724318797,1.6839483032360663e-24,0.4846887536316585,0.13867519875053375
87,0.9181596691986562,0.18383716433271136,1.0226878275460844,9.503454847513138e-34,0.2896850573090723,0.6221622109878252
88,0.9527040440313113,1.0060754437653483,0.7938606512266408,0.00012901417123325302,0.2543292244592723,0.03030578315952886
89,0.8883275550934172,0.26556444010797403,1.0190453628843648,1.3173241579584336e-60,0.14065559941842387,0.5652303829933664
90,0.9023621851610418,0.6817505193459803,0.5068775087698346,1.560483732671008e-30,0.3640624529221745,0.48078759892357636
91,0.914742392555792,0.7358765394223952,0.9646075729749026,2.961116513198319e-18,0.36860254482467825,4.355379902575106e-06
92,0.9394053403932942,0.3361956888113598,0.7536906021104934,3.464424726142868e-20,0.23307427870636116,0.6870369601180161
93,0.7775983309090106,1.263463789429491,0.3137615136841705,0.12103403040378793,0.38466798968259514,0.16474399632287265
94,0.8879395318619057,0.9053242251431357,0.7578627802178481,8.066129181340379e-18,5.721904458347806e-10,0.3800716206942852
95,0.8656163481325063,0.8508674223124388,0.6360154236862984,0.045390835822924226,4.142908962936703e-20,0.5643684592266492
96,0.9309343426575004,0.5780641259211129,0.4164228650610131,0.02153469460182204,0.6494855664035083,0.6409748807085184
97,0.7803570952532117,0.26649482976364725,0.5558617289318242,0.032000134637681636,0.5069289079968744,0.9029654659167541
98,0.8499488497678103,1.1465080447394218,0.1890297948311381,0.006843611638721159,1.484098894153094e-12,0.775848149244604
99,0.861272181089077,0.9546673527843567,0.653547324973999,0.017217540578935257,0.46155777016627225,0.09027583216339555
100,0.8575203003777306,0.6658133750935552,0.3832758795091231,0.09146085535011331,0.5163676820476109,0.6948161430207934
101,0.8870466510675836,0.8808057934872188,0.4092121280363306,0.06958299922854684,0.814664009336581,0.17797523988214597
102,0.6862227176892124,0.19366884952161595,0.8810223997018758,0.06473962615344188,0.7102214637985229,0.46377338313117233
103,0.8397520492895268,1.4019442894541028,0.43378740946357613,0.03681343749938013,0.22190202437140577,0.06398748580639986
104,0.8365624856155238,0.70362588750813,0.45755805310723613,0.10292793181856172,0.9713055974070992,0.11130647275752205
105,0.8567025647252774,0.9931823825324847,0.5952489125323518,0.006999876922951026,0.541684779633656,0.17078327144094446
106,0.7647534892737757,0.9421794734583954,0.3995983197819342,0.031213885243650617,0.6676605041077268,0.3067710022054889
107,0.8113756703095675,0.18409571125702154,0.418959865712409,0.06985879451647141,0.7130361395471106,0.930399998390558
108,0.8516663444572116,0.7498579236114453,0.5472338448541715,0.004371956385378507,0.6162066099519012,0.3387820774962577
109,0.8908777054003929,0.6564734192497851,0.3622031452963516,0.008582368418071643,0.7002086315885255,0.577096144502103
110,0.9369222251402307,0.9299288426008049,0.5655387816404952,8.453209315567944e-42,0.4151390036637975,0.2789306400224609
111,0.8915987930335243,1.355425831773968,0.4800601484097404,0.0009558907048928341,0.3028321426338108,1.2066787767797504e-15
112,0.7596975630338642,1.211473548877209,0.5759883068590494,1.7490515896416086e-25,3.321406196147843e-12,0.308034569810333
113,0.9076313350789894,1.022969356848865,0.43556697005613215,9.373635564884486e-33,0.751192769248955,0.0430936547386038
114,0.9089916447766537,0.30738963189530344,0.8850238009981989,2.813083027065694e-10,0.7699364529673003,0.34140261933566035
115,0.8644436834839189,0.867815884360165,0.5499556218096947,2.021108872061003e-27,0.73055995229388,0.10498797635295233
116,0.9271727329951107,0.26546638527404365,0.6107331225810441,2.663879366813814e-43,0.4299771576820596,0.7856112974468799
117,0.8391293094726113,0.6480477103307858,0.4812020200688697,0.003617572921329321,0.5609174858932922,0.4742098825704432
118,0.8301309001679349,1.16665155033026,0.5845558316355742,3.0368462281200566e-17,0.23491843198536658,0.10518915916712034
119,0.7781470854448919,1.1562714228737996,0.5165390291846192,1.3657437920183428e-12,0.6502481067787169,0.0014016146142476918
120,0.929313581130415,0.817135740605443,0.6669975628680171,5.951436261106908e-32,0.5677850947736418,0.1130838880635933
121,0.8578473276476748,0.5541970626908358,0.5866614727707306,1.7065111734189555e-20,0.14409551048177763,0.8482302259562934
122,0.880412683896644,1.1282332383834788,0.615673390524538,7.040313372489153e-27,0.2853161088398753,8.971118415067102e-10
123,0.90687977325366,0.6142569399356177,0.63926670223917,1.0825293003541608e-34,0.23975879865843003,0.644911076924121
124,0.7765634080036871,1.3053818171672495,0.687580723242342,6.09881667830065e-40,0.09754353069663764,0.01665630833885401
125,0.9027726448467691,1.1488550884872177,0.3188750344323068,1.3159067551554353e-08,0.7468133668005101,0.12200279092612298
126,0.8579260982078212,0.6657335391463484,0.9814156018107936,1.4656807430410527e-15,0.5577315217300897,0.009518982156389109
127,0.8901491234088075,1.0538005545489082,0.47914269744585436,6.461450449677702e-18,0.42506456687130156,0.17564634072085566
128,0.7851798061896155,1.0839001315571344,0.5123710595651765,1.1507074235078193e-32,0.404732101118818,0.24452019029785424
129,0.8294787442270517,0.9655730203632416,0.643259048041884,2.0754895427433785e-14,0.43530342218876766,0.21849508939358947
130,0.8657011046183651,0.5819768282036174,0.5229369496217791,1.2098536887318042e-08,0.41580326447432187,0.6877462915838665
131,0.8853697526850286,0.9251053827444093,0.2950541871382024,0.060615618546295796,0.24616763670514916,0.6601731092809562
132,0.833747160552504,0.2635417555606315,0.6330236104457797,0.0004433309606354489,0.26984197255928577,0.9777757386440026
133,0.9062094879790512,1.0033393851085717,0.29594644131885134,0.04504181710815048,0.709981238152928,0.2893787178900219
134,0.9075005200753473,0.5376416799701554,0.8527014855958335,2.2490557809752206e-38,0.485493399981202,0.2913996379513689
135,0.8635066085582265,0.4898211590505001,1.1257594967692803,1.6733324243590374e-57,0.3023884557468897,0.13562455924322403
136,0.8736196471079399,0.3000971433338777,0.686619554234921,0.0010177720059593083,0.033423816698642646,0.962001452624872
137,0.8990205569657083,0.7118900733126746,0.44580718719816065,7.148400514925783e-36,0.1862061089734433,0.8135653396498655
138,0.9196113541031826,0.2827917205995497,0.636815079006927,4.909414686230939e-12,0.351212858533938,0.9009850116428597
139,0.8955472719503833,0.3985746459272058,0.7357720140357941,1.930280395193131e-73,0.773428592777949,0.44307377052638836
140,0.9322012563226572,0.36423663245305077,0.409244129374447,9.646422425434514e-55,0.7030353394348474,0.8143349427589833
141,0.8827686472488869,0.6921680219241672,0.8965375067168057,3.6757420158105387e-72,0.08294340270476992,0.3223687604587646
142,0.9252169957717059,0.9830403779740282,0.3118252337928545,2.1308723154603068e-09,0.838910383222487,0.24282276159955146
143,0.8751145090235264,0.3366705551600312,0.5119026592322442,0.002673717612933459,0.0036984205530741715,1.120686802850823
144,0.8790353247552454,0.8615806382079927,0.48610326085011424,1.4706439269443215e-21,0.209479156901978,0.5643323637421118
145,0.9293534660470885,0.7126694526980089,0.5233083185044435,4.1233690302217875e-13,0.09336506005120129,0.783256348413507
146,0.7796950115739432,0.7295475849741985,0.6236200123847648,0.06909199005238696,0.20635580683485855,0.6078669321185087
147,0.9347922158002572,0.8547392451160548,0.1861902475687731,0.02672316726226933,0.7225808757953812,0.5425789073281061
148,0.8710029545925173,0.3091236596802227,0.7920613005539869,0.047220649366049174,0.003967373038838926,1.0019616843832437
149,0.8573784933089799,0.5729400307702528,0.46658791934735533,0.09080803279919379,0.9360616062665402,0.28842980278801295
