AgentID,LatentFactor_1,LatentFactor_2,LatentFactor_3,LatentFactor_4,LatentFactor_5
24,0.6110482652966842,0.27643281396460023,0.5657540774931821,0.05919954036966696,0.0
25,0.3917886758710439,0.5622568104192738,0.4810822924878944,0.0,3.5011112323139044e-08
26,0.34141050371839743,0.27508272113044135,0.895983491185236,0.2582867870282844,0.0
27,0.19073849304836638,0.16959539287690656,0.6582739198798425,0.15256189526048428,0.5131967768762167
28,0.4792758250968404,0.3775284660564906,0.3169509158835519,0.2857814282308297,0.41669178568422244
29,0.2899834665347298,0.2855770890093651,0.5279751801015938,0.21415744150981944,0.4228630762203347
30,0.5553779500819801,0.3247951933161387,0.5719986336252054,0.00046706902938661225,0.014084562698755196
31,0.6579427136624351,0.10168756726891268,0.6673740900377635,0.32456512044561425,0.008770079063285146
32,0.8934451396872534,0.06414432093398857,0.4812346733419778,0.5253757988730487,1.4040525117069224e-268
33,0.31806178776720156,0.26145885794427903,0.5758960172252447,0.2895545386971883,0.32849369266760964
34,0.6029279102670223,0.4135881991746862,0.3341928067139905,0.0,0.0069948723226902305
35,0.6973972061805658,0.2028703339162761,0.3070595995274004,0.19746011854140078,0.16458064610509968
36,0.3757121920649721,0.05496959818827427,0.8727349368584546,0.5971436311573934,0.10884714275858944
37,0.6543589742116596,0.20010922532685335,0.37344666313674324,0.1850427928088833,0.4038966644073277
38,0.3367514201578931,0.29750173849162004,0.31358250539762933,0.26001910529857875,0.4277955150597192
39,0.20828201248655215,0.4278025644401899,0.7270027939656657,0.06782192575407713,0.09288274338688292
40,0.6785926772685703,0.27037319756593153,0.6429784632597835,0.05919954036966696,0.0
41,0.48328498343881976,0.24384220897452333,0.726616366226604,0.3080879972162754,0.04120470151330107
42,0.4740696668286425,0.46450559800219116,0.5350516146352632,0.14395485452520793,0.0
43,0.06712098388144866,0.17990044323635945,0.8877677683806973,0.2140215706801562,0.40366522390451826
44,0.24313514185822957,0.4078658928173272,0.7212924003257554,0.028823291527206057,0.0
45,0.7901870465249323,0.25671162345619025,0.23321620397665033,0.1363589554855543,0.09240651467993773
46,0.23286060996046673,0.307975114550091,0.3631811692743569,0.09341154128015569,0.5329274367404887
47,0.48933508056625075,0.4360388719787661,0.5730237907046404,0.07949164182712802,0.08386587031023045
48,0.28796359685855766,0.3789613005569806,0.37617803936435373,0.1684902182122779,0.37716510132812364
49,0.5524543000216988,0.2166041224931982,0.4771358761604729,0.16226700737202454,0.46332337495068887
50,0.3811995068892803,0.24316131309714453,0.6955264478787367,0.21969305300406428,0.34564050732533064
51,0.6623663850438786,0.24416560074455645,0.25131933075305124,0.24286877376902613,0.5114395553305617
52,0.6198553246840584,0.45411757327540053,0.5419481239425906,0.030047615628271743,0.0
53,0.08811757161038038,0.35698194827037116,0.6037906436995063,0.21634154907056477,0.36510226659241785
54,0.38362661857250246,0.10151674845559282,0.7238838939380259,0.21838125555418184,0.2969753226881416
55,0.66137666046907,0.35493416293189833,0.2989404690645264,0.14687752985586394,0.15217171916180022
56,0.5842629018596289,0.2306000461232439,0.7242804623557578,0.09233772438927441,8.92397897461329e-230
57,0.6550899323601047,0.4830491464912401,0.2170311295220897,0.0,0.2223568986694422
58,0.41612693204317674,0.494691067434974,0.5549270964187767,0.030047615628271743,0.0
59,0.40772058610208983,0.23896341346813532,0.2692982021441361,0.2643659840995008,0.4879516732806428
60,0.266534229721768,0.40696597487491804,0.762277012840532,0.028823291527206057,0.0
61,0.549737022346348,0.4248664020810584,0.32054574789312434,0.03276160236849988,0.22669872324546939
62,0.21206916755350835,0.2441588124386426,0.6036614054509143,0.33586434969672196,0.37942444733474623
63,0.6867188484726156,0.5144466741419842,0.265264106374141,0.0,3.230773607928629e-07
64,0.3323023342358977,0.3287787432038738,0.7792944389603944,0.0,6.051856283930182e-18
65,0.2789247955536145,0.3183935448699079,0.7641137816991999,0.05605582055506963,0.0
66,0.43965195157841697,0.34143857580960113,0.5901212161897016,0.030047615628271743,0.0
67,0.3731036845130312,0.17641701599843398,0.4089668743180474,0.24766819415628494,0.43771705697345936
68,0.770908186543528,0.308581024147495,0.2798032766242312,0.01321102417587008,0.1711661451176914
69,0.383329256044093,0.2840500081436017,0.3526489254167876,0.265808526079531,0.40621556192904335
70,0.5752285216199755,0.4002779644175694,0.3058440357724957,0.2572773517374061,0.10796100502903315
71,0.3043238941055251,0.278033643992025,0.4401393117622526,0.1763269530169153,0.417725142546862
72,0.28147008348514607,0.24319074608151162,0.5039663998768422,0.24153860831385313,0.48251255972461743
73,5.689859151961771e-08,0.38128235317125625,0.6893341249300121,0.24126027024908012,0.19025918174349588
74,0.48971897389591895,0.25519201983275935,0.5345902581637471,0.3463513852688829,0.0
75,0.7890963618418845,0.45560640382082473,0.17571414722513853,0.08788615521958146,0.0059389330692024055
76,0.655398687737122,0.38329362369485614,0.42999112159397895,0.026734464766542145,0.021642632056864314
77,0.7447345338297328,0.2397583101802951,0.6880979832291915,0.0714424577557238,0.009463160201980606
78,0.30753278085655916,0.1405962554389839,0.7338696117777538,0.30063721949624506,0.3569402371059896
79,0.56649063999517,0.19051211663175152,0.885047818858731,0.44244759861091365,2.7400135567663666e-278
80,0.2987195211236919,0.5416892166997714,0.6058179084052823,0.05888573584708028,0.00033452419576821755
81,0.527594747518055,0.33860444700956377,0.5358338278117591,0.010972615761485317,0.16970270240617244
82,0.5845560655020724,0.45795745083091643,0.546966948719543,0.028823291527206057,0.0
83,0.4524186755984687,0.28926426611342543,0.5904215223426712,0.15426873562450957,0.05359503331450663
84,0.5386126878909071,0.41179329959052524,0.6068172585146737,0.029151924741395226,0.0
85,0.8225542986629824,0.09621366200697293,0.3564347209401277,0.2648573346449272,0.3186934185116899
86,3.2876113770208694e-06,0.4777817234479489,0.37491000044162587,0.2504686252045803,0.3961542731049329
87,0.6753044433561616,0.18989824050948523,0.6382593948187653,0.06302399301130243,1.493425029416782e-118
88,0.833566092124158,0.25064494185774644,0.4477706691900022,0.4441138600677812,1.0671907054231993e-173
89,0.3584359722673334,0.4551498907777275,0.6361314069529542,0.030047615628271743,0.0
90,0.6732434737594843,0.37496987783809566,0.46711587315626735,0.0,2.878634025324727e-08
91,0.44903894418172735,0.329459657685989,0.4737347726211154,0.23230652117693273,0.26698548525236565
92,0.432774960321616,0.3818646696679175,0.37658841832882517,0.14980208773900025,0.30437772374122646
93,0.45038710176710894,0.27539771439645355,0.7677923998820743,0.05919954036966696,0.0
94,0.674613643989775,0.4040281134643954,0.42038039412292927,0.1712676817766264,5.656827386620982e-123
95,0.5411055980832418,0.34364243172799686,0.36547944456457193,0.21233329409051474,0.29845712252691514
96,0.7687222171484951,0.3430481234889769,0.285315627827924,0.02272118160177541,0.044137645885499364
97,0.4623814263873191,0.3957084066631411,0.528259973090343,0.15922681974995084,0.16527124578050123
98,0.1911320563505377,0.4598051397294183,0.6054152007931226,0.19898580901420945,0.1745010162170935
99,0.2454024020048526,0.3850274724074701,0.43095567891524916,0.2676370634221336,0.40946377389065525
100,0.3706554247951506,0.368589061476956,0.6149699660314559,0.06468145733388021,0.006204163039927618
101,0.46827651411345295,0.5222101603741076,0.5755894604318197,0.0,0.007740289397279418
102,0.5503111602136165,0.23248066155383337,0.35170971014351277,0.14283419202254027,0.48156129298621675
103,0.7604066846742998,0.431813071617405,0.4414479705067105,0.030047615628271743,0.0
104,0.3797477718692731,0.4007186848932149,0.6497346424417194,0.024846878837666685,0.055968643110736266
105,0.4065737278207191,0.3501595272528127,0.6397707153670738,0.323830068265789,0.0
106,0.35400572915173023,0.3275892787688521,0.505334027941742,0.16534403004310005,0.4023889687017003
107,0.567678157964162,0.2215228394946016,0.4175245478752998,0.2526414420458724,0.44561695850660965
108,0.4724711525904594,0.26047016618023583,0.6325164263061672,0.14224000011938281,0.08065977335182295
109,0.6628121100194462,0.10827220152927583,0.3891952803030851,0.37037895805730753,0.42726639328242694
110,0.4817208873201009,0.20600908895872705,0.5600580807605944,0.23708224794524618,0.35630659699720196
111,0.8041119057457511,0.2727437838679475,0.11523431679282241,0.2545594145997623,0.3953584028830169
112,0.5088883002650016,0.2690887007521817,0.3882137049494211,0.17770898868475776,0.47227080209205424
113,0.4329463219808395,0.20404552913777613,0.43094224639598233,0.2354135568487397,0.42426664704461753
114,0.49285476477360085,0.44791533726085153,0.3236838378422498,0.08780747705832427,0.21724218014900593
115,0.4795652968787262,0.18933521006825313,0.4443026189810815,0.189194164257513,0.3556643569545148
116,0.45150965626004286,0.33560559900720727,0.6465763669297749,0.10829740269385381,0.0855327816043123
117,0.6795374353512972,0.11252978278802891,0.455548170424077,0.2672776170462144,0.4550018786576467
118,0.30887442555413785,0.29978234134570486,0.46923518927469027,0.253273666882008,0.3732269147577875
119,0.4079933362472936,0.4836667850135696,0.49539128473238825,0.0579653196934399,0.000806736933384934
120,0.5662729566690619,0.21128570206453434,0.3691791606708957,0.1349741000368513,0.4676229462492037
121,0.3068891601129611,0.24021476064442937,0.5892998983783206,0.16741606651811033,0.4101707630353753
122,0.49487314287055967,0.33345655044314915,0.6283898865106267,0.0,0.008004700027589868
123,0.5429377438479396,0.06499726331145167,0.8025590216464893,0.4992576132954284,3.895686471350524e-247
124,0.5146616819764929,0.41935527968538583,0.46260121827873846,0.0,0.016209354366152413
125,0.3705305520868258,0.12443337316715776,0.6120684337510882,0.17043434511122432,0.4504698691162919
126,0.3953648891068476,0.3970063961440611,0.3116387062464824,0.14152558254817937,0.3783438558157681
127,0.5961671257838591,0.4458217925801944,0.21882250275471693,0.10625962410628303,0.38856084342182656
128,0.25461130740223,0.2153085578130931,0.5653494259897899,0.21276919587413004,0.45355690062551285
129,0.09494273910788309,0.500154903038833,0.3629191076482999,0.12791412298753813,0.4846358711711011
130,0.3213020506411242,0.381872282641709,0.3763106860837387,0.1622155961363708,0.27518363568072784
131,0.16338079969855718,0.3730648856797771,0.505740386320551,0.23112315671785894,0.5140457079631486
132,0.328195319693895,0.09870147517672101,0.8118377832537725,0.5160483097077011,0.15116006489936074
133,0.8062561999854913,0.25501225852318343,0.21873607269476258,0.14649085287030753,0.37857300011690015
134,0.22911525552755113,0.2806631948780606,0.6395950950135058,0.10718617779344887,0.34546771145612654
135,0.28066654954649783,0.4978682183268332,0.35487554231067014,0.07601734088278714,0.250529332849583
136,0.6414972028226246,0.3792215665775566,0.47812802924994763,0.06422868566503262,0.06170780569171022
137,0.17277319563805504,0.23281667550647264,0.8046754117835013,0.5831974440630208,0.27023749753542353
138,0.4464409654699805,0.5184160959470657,0.38292084834326096,0.0,0.09486616939208262
139,0.6713459925751092,0.4816203599525725,0.23249976138201617,0.0034844900491789246,0.23113476202602096
140,0.4541010850809853,0.3852575198393653,0.4976596190671658,0.236079152811301,0.06728364450540461
141,0.4168543003728024,0.42550447530840896,0.5067103170897117,0.169316844148996,0.004178690613236698
142,0.5726819592609854,0.3244063000595943,0.5313817964673802,0.0,1.5932871875770552e-16
143,0.43619806188847593,0.3326855457663158,0.7911171325488308,0.030047615628271743,0.0
144,0.6771061762414556,0.3096637588195866,0.21411332359689625,0.2824798994646665,0.3735179612001297
145,0.21982033233986964,0.23145485633651378,0.6784861252129352,0.2564689599281102,0.3952834134068961
146,0.1928590358678858,0.1545055892961558,0.690214571754419,0.2481330569800573,0.426090113396996
147,0.459887097720666,0.4498655373313942,0.5363314152067401,0.1421157570352312,0.0
148,0.35923097275497645,0.27258965010097475,0.4125812565521938,0.20691515696672708,0.5046991139688489
149,0.34715396509695357,0.544509632292251,0.5288979297120274,0.05697030881042842,0.016660635704156896
150,0.7691930707474494,0.37865828748737407,0.42872341939906833,0.0,5.517640784533718e-14
151,0.2595666235357735,0.46826551256536153,0.5107718059230879,0.05686050866150214,0.13997932733599072
152,9.252466757080898e-07,0.28529776498765913,0.7686283256629264,0.2764589561111615,0.4476072544450231
153,0.3401412541710556,0.46508891766700305,0.17316593491753046,0.23306840595675665,0.3985159748299045
154,0.28953697124551336,0.1811061632831612,0.5357328700113342,0.14440787900873553,0.48634700964110783
155,0.3121829213132839,0.2457425142311659,0.5072132943544494,0.2576724298464594,0.38202099531317585
156,0.1395430577077773,0.3920652586614019,0.5846804598073013,0.026627130583257354,0.0057504375686394235
157,0.8600979082409326,0.264727776587383,0.47761211145195753,0.0,2.9413968160877117e-08
158,0.0026596925627576555,0.5455647610041965,0.668130975529006,0.06441942650905333,0.16977096193353497
159,0.47091856579227676,0.24519313314630645,0.4473441514131491,0.20767289295859842,0.4256745920721491
160,0.3654128276554811,0.44042638577709203,0.39191272034254127,0.20830103026223007,0.276164104773401
161,0.47472829587462934,0.2987792804197968,0.659944664659151,0.0,3.1976950276245584e-17
162,0.8099493680420499,0.39022567310557943,0.4402374498818297,1.6236863233739898e-252,9.706127931202636e-20
163,0.5293631081644784,0.4995392021760126,0.4158028713888901,0.030047615628271743,0.0
164,0.14585224964251062,0.28923051345902084,0.580928133822504,0.25809670767447745,0.4469352906493918
165,0.5129312696275724,0.2804094212920406,0.7115502317857418,0.0,3.349792760937384e-08
166,0.13582634579872518,0.18410255893749727,0.886750506906277,0.6008853200444794,0.09291050767263027
167,0.526811993594137,0.4771423842196676,0.3216767876783627,0.05919954036966696,0.0
168,0.7099469355965756,0.3318274418115133,0.5263944261029914,0.030047615628271743,0.0
169,0.2414199898740852,0.22205104805894965,0.6772696981010218,0.5313089066693557,0.2746821443736153
170,0.69454173847792,0.3897473107837665,0.3643734265596922,0.005023638737467059,0.11456904461361975
171,0.5211702165916501,0.37631204194501827,0.20918028293026417,0.22856920614935294,0.3575716714597435
172,0.36062115956762336,0.02522391064659666,0.9489735985074358,0.3200478632053683,0.16670534865384548
173,0.6496620653936113,0.3237527137683219,0.25891446454932215,0.2136805710013207,0.4722848725515882
174,0.3686170701406479,0.4063681695706428,0.26214271998936106,0.0809512256646523,0.39249184178083735
175,0.6821012001203448,0.37737709878837755,0.43210897695730816,0.05769773983899594,0.0009147930682967597
176,0.4771229291617928,0.2346720359697065,0.7324380741314468,0.2221577221299693,0.0
177,0.4612948221177354,0.3996515860905527,0.3742545551966649,0.11413551574748265,0.03286220369441974
178,1.6968536952179097e-06,0.2019683575563188,0.7836928095100965,0.35576365681982214,0.3960903458075186
179,0.21877633803255742,0.31533338112478426,0.8352152061221192,0.04293970884073531,0.0883438622141935
180,0.35659287968994735,0.5218666617811749,0.11832392685540426,0.11086386800606322,0.34870961122064187
181,0.3528930315968108,0.21383768933028574,0.8603258887387929,0.4233647099581188,0.0
182,0.5795875722832435,0.23359350249754338,0.6125669373777528,0.0,9.864113783227271e-11
183,0.7816161739443742,0.21555796593504717,0.1346869289292486,0.16703432131130855,0.3435117735817473
184,0.4576922782190299,0.18509295737855525,0.5054382719687157,0.2658309254640338,0.5017306222204794
185,0.6764830825363183,0.35465776235928115,0.08040361166805736,0.005711912385889859,0.23386868514083556
186,0.32729039276517885,0.27599432559488624,0.8668738284858668,0.22771709664951498,5e-324
187,0.5592994438423751,0.3118670583753705,0.6595597365676522,0.0,2.1342413968127595e-19
188,0.30674950653416955,0.28619295538334,0.5551141071838199,0.27248617636671635,0.4296582906304554
189,0.6536245208533369,0.36639515902050257,0.4799437473811032,0.0,2.6653482769874144e-07
190,0.7144843634353818,0.06116690401385346,0.34642942263702725,0.19621412472294833,0.45722500544171973
191,0.27608888448193947,0.058151563071620505,0.6485545934355664,0.3191952300284428,0.42469052272229457
192,0.5247402544664364,0.40941632076744966,0.6006280808306655,0.007154782967265565,0.004980744951001176
193,0.5510843190776794,0.22543366873130227,0.434876933393545,0.011840537566904546,0.2817062577284104
194,0.7274751665196104,0.4146576277776949,0.20461971632174905,0.003385612497230069,0.00572059489383902
195,0.6671643114330953,0.2736629099165493,0.22630459294231003,0.23591411399710505,0.36321332310503074
196,0.6718097886112553,0.28026779750791375,0.5272413404535667,0.0,2.620562494706617e-07
197,0.5814787017395784,0.35268426871163183,0.5831784034194591,3.342267854705877e-120,1.6362153485198406e-23
198,0.29569190073378904,0.4140466264754466,0.8433376714008803,0.0,1.1496899721693192e-08
199,0.508436317552297,0.5155042009238837,0.43425653363533556,0.0,0.039126178560866906
200,0.6285239297535784,0.20517416914722966,0.6225670222640722,0.11106041818634366,0.11928979679642882
201,0.27711068915621645,0.39396440725768916,0.3249151450370083,0.1684980823363535,0.449596033972169
202,0.5510101321440382,0.6167810998813233,0.2867370515628512,0.058135985963734135,0.0
203,0.5175864927368924,0.19731157328404164,0.4996003976276226,0.10243186506962944,0.38256985262686416
204,0.2506011645332867,0.18008846304958787,0.5445228842743011,0.22951964527861254,0.47340972805825393
205,0.37117728330717054,0.2259893422230275,0.43846013202664746,0.14315469946575518,0.4464419499905547
206,0.3198944614594818,0.3313721080784534,0.5201785722046528,0.3328890587761842,0.15430379457123777
207,0.3645243484166402,0.10745653183931336,0.4664460723233566,0.3337972038991234,0.4602150952624339
208,4.89012291607335e-06,0.42784728554016255,0.739890093853036,0.28175522017176485,0.33754981408163215
209,0.4103678582718611,0.3757450655903952,0.39740055099370375,0.1927933792421696,0.4541850746430846
210,0.5973997312767425,0.2500263783336409,0.598775236620737,0.029410822919021223,0.09294365665118876
211,0.3339373791288104,0.4609631882234504,0.4246318638481047,5e-324,0.19560589700560563
212,0.5866763784726893,0.28339453413699395,0.16492270257830646,0.23214397143550264,0.45650671716809044
213,0.3759150964414384,0.32289660380967294,0.3244932151458109,0.36745876432403946,0.43500871765376864
214,0.5097060959955618,0.23112959994314441,0.7673516439281899,0.1980475810213515,0.0
215,0.4543614895575449,0.2242313793593139,0.5617728138629918,0.5090454004108481,4.061015740770611e-51
216,0.5568599125598583,0.25962543841871016,0.6753274729389638,0.4557625523956491,0.0
217,0.5994582742442862,0.2614967714656577,0.5628492028433798,0.02457489435465938,0.021451838957079278
218,0.38779957376050506,0.15792894437045946,0.4490574942947033,0.2530467879913555,0.48724227432836564
219,0.46546284271253524,0.37863390617088644,0.5066161774486025,0.030047615628271743,0.0
220,0.4758092587475699,0.3664796008674338,0.611150685880881,0.14410351137286295,0.0
221,0.3265597743170047,0.42497522562281675,0.7215217703708258,0.2510332518021253,0.0
222,0.3957983223831195,0.2512377570068225,0.48617576586193906,0.2445871010023968,0.4813611601885827
223,0.6285252332269706,0.29001203069226295,0.36135673096749205,0.1902358764966875,0.10011358047688265
224,0.5200219011189888,0.3826491829149969,0.32863220551191513,0.22405669877456552,0.44492573359240295
225,0.2798429926653432,0.2471344260119874,0.7774572565069923,0.30448818536241207,0.17788897192528266
226,0.5772906859516493,0.05921101064332385,0.6480424145043694,0.21316661532019132,0.3099295918757999
227,0.1617189719240206,0.4603207814994499,0.7373347157507986,0.1390686531477048,0.006800771584753234
228,0.3551883958571563,0.2954140591152663,0.3610834522826888,0.2796760409057215,0.4801090019716433
229,0.4733597618607819,0.25303838269129897,0.32423536022780547,0.2745926196420014,0.3897411331817228
230,0.36742929285892717,0.4787243546529343,0.5869312619341703,0.08886668629634276,4.748511492360092e-162
231,0.3361992686820157,0.37972825171611196,0.4130119275705292,0.21362817928812522,0.3290850306394263
232,0.3143072701462373,0.3322851394353739,0.5754102542229834,0.22181236192358061,0.29305844710520934
233,0.58750312145681,0.43056389454852806,0.2526019966224902,0.2895865354186759,0.3486844436514203
234,0.6169028201790894,0.3342536518802036,0.4149890739977435,0.07475358418878504,0.06867173141564813
235,0.5413758286165726,0.16551546888821583,0.6417807786119002,0.3629711990768108,0.08471527607467884
236,0.18989532564231357,0.28104552128890253,0.8187412823038268,0.16521613151168835,0.0
237,0.5292135382715739,0.12540166725244511,0.40306430238492635,0.3219441209611643,0.480523976799639
238,0.5872698409545953,0.5401239269037418,0.3281225385393154,3.735601864533114e-56,0.06683074718467602
239,0.4586586429577174,0.417604011596095,0.5843851301533429,0.029151924741395226,0.0
240,0.5050385133427552,0.33973590518754204,0.3780183475827269,0.044117687047170326,0.2266365208799332
241,0.5655686372570723,0.39095542662571386,0.20464781783356809,0.0,0.22383155026275636
242,0.5128190611048575,0.3785395883834425,0.17272572322618165,0.20115307369205232,0.40430083401339545
243,0.6826792731812497,0.39353856543564325,0.4451383275216631,0.05919954036966696,0.0
244,0.403627194005181,0.4499269684108848,0.5091367656264134,0.05919954036966696,0.0
245,0.6402137485113591,0.3139995130075906,0.5632111530060692,0.05787973961257557,0.10597553487372208
246,0.4160982728676234,0.43028450586538264,0.34195457662418294,0.1346148734416794,0.36159912124365023
247,0.5065703031413747,0.493309518050502,0.3117249967696634,0.00426689103891127,0.18434862606166733
248,0.2764180673863884,0.5884159496730814,0.4285633010220471,0.0574601028854651,0.08924272177170184
249,0.5684644831462222,0.5565316896098546,0.23131400081917497,0.07345671132883666,0.054813875606566496
250,0.5921228998220139,0.2109328251471748,0.6114444680826612,0.26429025061693273,0.07637985193779608
251,0.33907448524781664,0.1938554615832526,0.5542004750018769,0.3560913452708846,0.4520083085618387
252,0.7080254173189398,0.20509772926039876,0.4967106447259479,0.4902041885109299,0.004393529026918628
253,0.30576053179765866,0.21999969315665105,0.5140881445271788,0.3023295963038003,0.4744739820922464
254,0.47042621740675455,0.400619434387382,0.6301253847914019,0.003385682110005537,0.005720267656586742
255,0.2774350368455979,0.5837700989582489,0.40352829894352,0.0,0.09391944103193026
256,0.3424133090672802,0.43865906207946037,0.3046995955062413,0.14024505615161517,0.4329971589255427
257,0.7894428514695206,0.23717767764326517,0.07734586247344769,0.27754513128768926,0.40555515740640047
258,0.5088156937167437,0.21695883978941888,0.28134307283825777,0.3069669283707692,0.4909100297428641
259,0.05320473676922506,0.5312312576630394,0.49909306818420784,2.792513922205041e-62,0.207058139044016
260,0.5924707392997002,0.464620450429412,0.4655249652734525,0.0,4.6500298766428837e-07
261,0.6008927412868795,0.1127021211190574,0.44288317100642444,0.28529783865349007,0.3458555584553064
262,0.517682552236755,0.4228032409603334,0.4958798567816772,0.06817916630098023,0.04299593049378687
263,0.4859947722696537,0.5104403715009804,0.4705642160005057,0.0,9.072157889705132e-08
264,0.6208434345801203,0.5418645507000542,0.3839644986750941,0.0,6.845031347047483e-14
265,0.47704623121893835,0.32889411597245233,0.2822316164250543,0.2101089308616511,0.44485184529177274
266,0.22307479654475393,0.37397917973561867,0.753515803492173,0.0,0.07200190817231983
267,0.6330023636504256,0.32915594777463575,0.60521375340944,0.0,1.6179659196496018e-07
268,0.398219533289693,0.3463867053600469,0.46770538279587476,0.24868095783452568,0.019539229768731202
269,0.599984561831949,0.4881483487308141,0.29354022399157603,0.0,0.015045062308446697
270,0.44173625963476393,0.1758116052749428,0.6660411062255926,0.2787900655608956,0.3668840836223906
271,0.47308673755495784,0.28533605747930657,0.5508010926549349,0.08948304999683968,0.2551548403521277
272,0.478919941211632,0.13899662865100976,0.4823813939106724,0.3012886765317367,0.45851433261895547
273,0.00015939628229480338,0.5243944481183206,0.6776248911622205,0.11513156299800184,0.0
274,0.5732433031032698,0.18230795039235312,0.5411729785342622,0.271621034497222,0.3193315683776596
275,0.4484367018884955,0.5652951744438841,0.22629899633168576,0.028982375362518888,0.21892229640954297
276,0.24826987878937287,0.41905760547241433,0.6595235196239271,0.08141122610298453,0.2742053034767321
277,0.235012881160934,0.4508075547951683,0.64440095785783,0.021586191119174515,0.0918661690633886
278,0.29147005531337195,0.2514019805378791,0.727977279866291,0.26137491614353464,0.24816056608769832
279,0.2889502086067033,0.3370319947360761,0.6981487929027275,0.2797158099938751,0.033525405850778844
280,0.2269948003932558,0.14469785409876296,0.6212160090003324,0.32130979935350246,0.4269576156183842
281,0.6857584755230469,0.2636250392890842,0.3917747685250842,0.029986846081886603,0.10764043883467847
282,0.5493748612653414,0.470177398910701,0.3902933314095948,0.027843652292872487,0.0
283,0.45928232166167826,0.3503233712626699,0.6799920344178624,0.4447105817930951,5e-324
284,0.3105177241826677,0.3561076390732908,0.6531310226381584,0.05919954036966696,0.0
285,0.622173811387428,0.3452335499042832,0.41592136603269886,0.0,3.267461785887176e-17
286,0.7528383376800941,1.056225912802412e-21,0.7352614419739094,0.5035471430803523,0.005410784397327718
287,0.542689823628864,0.3536289900766978,0.3759069651531988,0.1383811754532123,0.4076083954196669
288,0.4499890375574638,0.26526564019695253,0.7367833151740342,0.0,5.309962883531533e-08
289,0.5914814393829175,0.3752148728164812,0.1527519341078413,0.20209682385294606,0.481183855502796
290,0.3737569121033109,0.11404250416786775,0.4706482612263234,0.3055963993815932,0.4267579019808756
291,0.7394477605302939,0.21790485414797406,0.3539865910238557,0.4252778904231829,0.09360464997325588
292,0.34334726148818856,0.3035840450691395,0.44668634508688404,0.1994582308862606,0.41735360148953676
293,0.07302092730864272,0.5128513177686675,0.4380728081973402,0.14533333681827434,0.34632861468153997
294,0.4699409201734515,0.3499512491757953,0.6368145124084212,2.5351898331632193e-185,1.7653126516135842e-20
295,0.25335212199358853,0.5379794225968523,0.2172622413345369,0.12430637640193669,0.38021373185874147
296,0.18567625170990562,0.3320572013005563,0.3943186148730541,0.1985195808477804,0.48180513524718266
297,0.40125146846584114,0.31199545632379233,0.47590149788602465,0.1271271996644776,0.35149989290401407
298,0.2775588179002174,0.3841663918008981,0.6516541640897792,0.05512315300821345,0.1326594541198042
299,0.2345092119393918,0.40981190148548735,0.5255889134907374,0.26793131598590686,0.23911675817704406
300,0.33909395740285736,0.5136799935721847,0.30726874840039015,0.1927136483853871,0.35064983521597054
301,0.5947608777268028,0.35400438484884655,0.17715581988226403,0.1282427109528297,0.4479442871560221
302,0.4531416980322605,0.44709059513578786,0.23172565951743312,0.19000684720056996,0.46325050536729073
