Metric,Original,Normalized
reconstruction_error,230.1880514158585,230.1880514158585
relative_error,0.6468738836179032,0.6468738836179032
explained_variance,0.5815541786930913,0.5815541786930913
frobenius_error,230.1880514158585,230.1880514158585
relative_frobenius_error,0.6468738836179032,0.6468738836179032
fit_score,0.3531261163820968,0.3531261163820968
