Trial,LatentFactor_1,LatentFactor_2,LatentFactor_3,LatentFactor_4,LatentFactor_5,LatentFactor_6,LatentFactor_7,LatentFactor_8,LatentFactor_9,LatentFactor_10
20,1.0250302567469288e-18,0.0879464818359471,0.2757824314225736,0.6881750648497476,0.4986336065323583,0.7749488021319433,2.1314817717994776,0.6719251206920931,1.0986277667633157,4.7041228022586135e-06
21,0.08168862987395661,3.185904727758394e-15,2.091252604211265e-56,1.0010375792886448,1.499230844454616e-16,1.2595201672227796,2.0241946643319575,4.167695301495825e-12,1.5576793918165757,1.3405323167484446e-36
22,1.6459778391544783e-67,1.0084356427231908e-72,0.8486631497054865,0.6929076565216015,2.4772837009362948e-27,0.5301042943699333,1.9783686610230116,1.169152816413925,1.2845454407592705,4.2032757871869344e-54
23,2.3079374686935434e-35,4.008381522265732e-146,0.775656192379808,0.5397935284320856,0.10404693923825441,0.030243243145356053,1.9397371691486807,1.2129831251446017,1.7468959360989547,0.16060559827975768
24,0.36629575934864367,1.7385020883171965e-170,0.20072291921379107,0.8426491347062814,1.2978082434209381e-08,0.9099273348909876,1.7532960016194983,0.9431710970648417,1.3768313356284059,0.023880080026083123
25,0.20718756527544296,4.460953768786857e-189,0.34813380782704395,1.5317171108789533,0.9734118971688593,0.4198927970071365,1.80244172181548,0.14654078255807856,0.675316640561696,1.3089200834264069e-30
26,0.18647206471506517,3.5609357911614854e-38,0.272480531212908,0.7063660071072106,0.21346278827526016,1.3014439827955153e-39,1.5842744002202822,0.7706166232497315,2.257476711262523,2.282319615150366e-11
27,0.15145203099203394,7.389482064754062e-99,0.47979677818315425,0.23329613454626666,1.7199836726829056,0.6779486653491438,1.6410682426709906,2.3803396754715764e-36,0.08269416220261991,0.30053915932179803
28,0.2619023621038368,5.0384050516521595e-141,0.1473609644143509,0.48676544012540685,0.9220140333328067,0.6417857656111872,1.6638620470672416,1.4295235739516112,0.09857100087398261,0.6326613401781503
29,0.2909868572582892,7.150922915868269e-214,1.1106763613067885,0.5803350808402975,4.3924082452227725e-27,2.3947033056364208e-23,1.5146650758200855,1.0741013398229762,1.3030535530785912,0.22242235289613987
30,0.4074035917504825,3.9369839844259185e-129,0.20821925999986218,1.1017223300553598,0.9854776722047799,0.7875115596415918,1.4157342875756722,4.8507374696385645e-70,0.8528836851705031,3.0923513713432334e-13
31,0.33254557049762445,4.719212178318538e-105,1.2419877957589196,0.7067947829007714,0.4973688585414062,1.1416875145606917,1.4844812888126384,9.072595780354863e-43,0.10943387402831628,3.914468133803392e-26
32,0.32352521970172843,2.017666540064722e-89,0.0003190347840744751,0.7069841282095567,0.8228581171262495,0.970373031713594,1.4452284422501396,0.732267320869686,0.5567737375053075,0.33231785959032234
33,0.6677424859045603,2.9476306800147256e-154,0.19554754271466984,1.3194703658849452e-16,0.19760736831683565,1.689604767180269,1.2543373457367655,1.0839753877660516,6.179125438532071e-10,0.8078607235746068
34,0.5432822110415334,3.099507352506675e-152,0.38819946637912606,0.006718249119809705,0.6434563653644692,1.3560727739745562,1.171633865404459,2.280945122825798,1.0242402363136105e-06,1.9907107234777008e-38
35,0.678676425022635,5.302785962757192e-145,2.024695734377925e-93,0.6059599068120459,0.028267370735342356,0.9147960478957313,1.1495999180157046,2.5757347881377535,0.23868250214050596,0.4850557653877792
36,0.733534428490416,7.343742550669162e-152,0.2604436903859048,0.7224716522350907,0.7676226059382018,0.662089385717332,0.9734446075671408,1.4929148905880858,0.7294652693701215,0.005331771650131528
37,0.8023063999795181,3.2360040666870826e-189,0.8401628527984787,0.6482036635512874,0.5823911084106576,0.3055976654696006,1.068721813961001,0.8221596044012239,0.5791527565596928,0.323957127994402
38,0.954408764866367,4.955420519979895e-53,0.9064834990903607,2.1105983545233862e-06,0.4777871365319039,0.00895370960739088,0.709153505155544,1.3637085955671324,1.327156621347174,0.456931227818508
39,0.9930127871088358,0.03721327787111061,0.8853606783503756,0.5249322950917613,0.25942901146701697,0.4970629761072004,0.6126444113796602,0.33916401440135463,0.9578421172120061,0.525429284654032
40,0.9428932130611218,6.040076547673766e-34,0.2997211942230609,0.32907100002406586,1.1401532337858888,1.4193446760625563,0.7256070863667226,0.3743925374894307,0.0008225138303632835,0.35665799882678273
41,1.009645927685435,1.897117012249713e-148,7.972510360201465e-18,5.514215076182452e-24,1.2931827340815596,1.4550959794996663,0.692324489602241,1.0162288595731706e-44,0.7809460444150301,0.2774067178676747
42,1.0073656196410485,2.1876114165511914e-118,0.0841414866004456,4.263942312148635e-19,1.10524975726899,1.393614103137908,0.6598388998278354,0.9579881270671482,0.3573674662249824,0.03634466836511595
43,0.89829833242491,2.8038742169030953e-165,0.3561372753596936,2.590944569575286e-25,0.9302148722771186,0.741034541244944,0.6873110211009803,1.3831307229994039,3.454436470336508e-13,0.8739982997476922
44,1.131542587566077,3.442925325479462e-196,0.10012612258424108,0.029594986032899347,1.8881560216279112,0.27645632391744757,0.4749939330336938,2.1962291171543953e-15,1.118149343013245,0.2740987582980427
45,1.132829045786515,2.336983080657408e-37,0.0002550718478811992,0.10632535872040833,1.2545118431151645,0.692634997222374,0.4127190274467294,1.4144627903925817,0.38380509178199446,0.5477072367005976
46,1.0680357623171943,3.090752038936146e-33,1.8807437360375934,2.856318339362745e-30,0.068758865319508,0.043694319870893214,0.45789201879711355,1.8074638485616268,5.543455917192653e-22,0.7842752331444673
47,1.1194335935692918,0.050123160254772314,1.387259884145719,0.016681481127767985,1.153374169261241,4.762012927675089e-12,0.42722104890062423,0.9461727958478819,0.6279526157563131,2.8037116512495907e-07
48,1.0897849901337693,4.2786870539712515e-265,1.4019807799047588,0.2766016650225384,0.8570514626653329,2.7173128708773504e-33,0.5733303720441547,1.2630819693697184,0.6268342104980199,5.152617850862794e-10
49,0.9676990348053249,8.39998838022994e-140,0.6726846487133237,1.6089840088574325,0.1470912884425584,3.48975280342451e-05,0.710090476422902,5.404234358519318e-23,1.0717698615838833,0.5298853973698474
50,1.073720111578614,2.3820552700947445e-161,1.1473626969890327,1.0778938516125103,0.7550402070833828,1.3169226839104814e-26,0.4797692717095739,1.632431209378737,0.20523447558038205,1.9481326070765135e-33
51,1.2656775126975564,1.903562598223088e-39,0.7542903035284134,0.5880277259353806,0.8925062083637073,0.43663265110001653,0.4361190907508604,2.003727272305159,2.9978241192165413e-09,7.923469584632133e-28
52,1.3159927907553597,3.3919864797281793e-60,0.7825068374551928,0.726712557147509,0.7806377607842281,0.3640091578077727,0.3183150582589479,0.601182754027426,0.29403367088115284,0.5608297195513741
53,1.4012665281534589,5.8829658225792526e-74,0.8112936881215012,0.4145411896211816,0.0021296454748360055,0.5450490937601971,0.20334004383542048,0.6803231705571878,1.3390116870413138,0.4755437604472086
54,1.362200808295025,1.6898531301959226e-70,0.03732653885545061,1.4791013670884061,0.4373302054503144,0.31314514714870395,0.28918117434696766,1.5178625562067158,2.1235197499343613e-33,0.6623351255132341
55,1.2230770129653223,0.0015336138523863205,1.0730116792740823,0.09246692597646539,1.3423565207404973,0.037693467694720005,0.41136156523282935,1.4431971169288282,0.29471243808455444,0.03666316929387739
56,1.2006652672458524,2.1321617046465315e-134,1.0447989516913707,2.0958133882793412e-19,1.3653077469074724,0.11963739732350713,0.5341103770606458,0.8372007716126632,0.37821864935955013,0.35693908006453423
57,1.1366765939388646,3.1977188933359427e-43,0.548311580574777,0.1332183589450366,0.9614252004302721,0.66082992388601,0.3619086197202313,1.3387383561548298,0.2406997446264172,0.5411191743980681
58,1.3841367806508749,1.8835553040366745e-104,0.21407079151339212,2.478858100926528e-37,1.7831701162676892,0.40658055626646045,0.2658912074312811,0.9940319293006585,0.4397112304401395,0.2618684455543181
59,1.2510177151515374,8.822123576204081e-89,0.20090745282607572,1.276960809171502,0.6402483494826072,1.1106933725676695,0.389283939084975,0.8848361380012799,0.10732228757506541,6.338809780753592e-07
60,1.275759059589414,0.02470749838000106,4.316194094072714e-21,0.21932184249700185,0.635368624471414,1.1347380452468396,0.3552568772021522,1.7322582320384536,0.4164258627216174,0.2944615691354724
61,1.2457789337555936,0.11555436166061334,0.7393364297950624,0.9057979653647805,0.006289462068444711,0.042637400040345906,0.21943519575463177,3.044814197437976,0.17267082971977388,0.196918468584796
62,1.4037893782277646,0.10202203986964879,0.6850017352469335,0.5224207889395222,7.577989050072712e-18,0.06306903276770635,0.2419649840675131,1.4750022151654472,0.31761402795107707,1.2462427703172185
63,1.1495492111659327,0.018759469708210255,0.8115272338973837,0.6303792495097573,0.35558317518994376,4.497933728370864e-23,0.3654413869857079,1.8201695787676155,0.5642435999215251,0.47032659696502155
64,1.5391436228962772,0.07897469936967658,0.36470757044835406,1.2860314796310608,0.3830953850608234,2.9690919999682124e-18,0.1637113771919855,2.502060639942975,0.048541892536998844,0.339112246801096
65,1.2869386354302412,0.07883556423818901,0.6847149033539605,1.5625241361279896,0.5996288516601518,0.17077217259546676,0.197188590393803,1.2641847503322037,0.13118090301690394,0.18946110822369353
66,1.2731246247145243,7.992812950753905e-46,0.7361191131358774,0.9222379336711742,1.0517240827806964,0.5901812879666859,0.19887243341384092,1.1182271092099663,5.6217260825003376e-06,0.0007878710316410486
67,1.4469946766950554,0.030013226029876865,1.417785263531524,0.4341700876590395,0.5706614727229576,0.010369262535895735,0.07627266776892765,1.928199273899405,0.14450426542974942,0.16948247247708598
68,1.3973223044474592,1.6565752361915336e-43,1.0230013077424003,0.6198282586131085,0.543873830247638,0.2007993024314708,0.10995194209824251,1.7651233282687095,0.6208660023543525,7.294105409955346e-10
69,1.5687311494756098,4.08969181229236e-237,0.4265207332039423,1.7976437107421005e-62,1.0451349806408958,0.7054188365094703,0.16042415168156027,1.6702735587063624,0.16959220895684493,0.40494465564602805
70,1.3101421046467128,7.763406367883818e-167,0.8546561372144664,0.7789263005382979,0.3551276060731717,0.36583531901808963,0.24866349246546737,0.9245980706618859,2.8362493327545594e-11,0.8585986693680213
71,1.4028343453059349,4.116635513468743e-71,0.3949855265377728,1.032781580424187,0.8294051020027805,0.4886349839239501,0.14422551257807634,1.392633873496844,1.8382021008528994e-19,0.3351757803161155
72,1.465608239550502,2.0265807138839056e-22,0.9778646305002662,0.18106294742286724,5.038128238156235e-05,0.145839778492071,0.1301818767431192,1.984926555301983,0.5649596430493169,0.7207840854253715
73,1.6056849823533863,0.08166565222264616,0.6558071648809358,0.9466969268853291,0.3938036427706993,0.47848154699046724,0.06571789284395521,0.511388402119652,0.16378383965322701,0.9673113287121708
74,1.4641487607709223,8.749987687217046e-83,0.06148570195826475,0.26564821967359675,0.7323529434610321,1.0528364814520277,0.16405882560480034,2.390125112233499,0.30797411072739883,0.03286715289559628
75,1.3903686713463135,3.34699710802671e-17,0.718561134643259,0.3030114960885947,8.733997991811632e-23,0.5718820388499292,0.17079247612565224,2.8428402419265346,3.421945411459122e-20,0.5888485499004638
76,1.5185148578349135,0.09602539815827485,2.2610740552503182e-05,0.40423393768549254,0.19678006159966843,1.3035237011065957,2.0789832774959804e-78,2.076710630799968,0.15997575488635477,0.31147841998627757
77,1.385827525457524,1.238477950241957e-10,0.0010967223783341668,0.8944996118636878,0.522965073651564,0.7069558221397392,0.06944982092625479,1.543793968785907,0.5517706383192136,0.33632542935281706
78,1.432485496497133,2.785023942571253e-68,1.532679362564765e-23,0.9452325211697429,0.8099165679648574,0.6630003489162097,0.20841842821631484,0.5768177333191582,0.39020205791280105,0.6402398059708332
79,1.5579495529443104,0.029097891217563947,0.6126691198376885,0.4677319720454008,0.46168329356365023,0.739159690617473,6.407544080463866e-19,0.5553828556634731,0.5972089402599671,0.7001839064574409
80,1.429477828378052,0.04222159881169521,1.2430286921211677,0.5328192015834717,1.0891784664435258,2.687576101003543e-05,3.35845176799442e-45,1.2061178042381648,0.5113891109472367,1.013359694656729e-23
81,1.5460687462757345,4.3500970620514255e-126,0.5066330759965162,1.3433710437156403,1.2619006887285458,1.8730957678540046e-34,0.05014690488514831,0.3454582093026892,0.5753447767172299,0.0917274575932369
82,1.3732012054610105,3.2612794588380936e-38,3.0800087354416134e-09,1.2929519751511727,0.7866640296365007,0.3166079360980233,0.033485605817870585,0.8469770639906025,1.814706709102063e-15,1.2107796282793768
83,1.5820107804245922,6.615752537435925e-168,0.17915873162951684,0.9010630030988035,1.1730868111915176,2.0701633356778557e-19,1.3296801952934292e-39,1.2854382488231066e-17,0.8427982355541438,0.7321169009278358
84,1.5397870303659291,2.741645622490953e-146,9.854163972666826e-62,1.030474105710859,0.0676623658169139,0.2788556865914448,0.05662912833951825,2.10156293517392,0.6682321979524057,0.6574195784008265
85,1.5337957522202672,1.5305046365308144e-18,0.7563758912859209,1.4894583188535833,1.1695722196317624,1.5532005975125625e-06,1.0586636863705491e-14,0.6097405271242284,0.3249995803220167,0.011901181543197034
86,1.4738973393947141,2.605383265478476e-52,0.37721386778871524,1.1496359589640306,1.0089979270147575,1.0605710615599231e-19,0.05443473952922313,0.8472851678375046,6.186195906722192e-12,0.8488504894068466
87,1.6343855028563297,4.5755522330304664e-24,0.31905187817945774,0.650083559844362,1.1170338559724378,0.11965487640711552,4.85840337838333e-28,2.5191829509445207,0.07990223362473119,0.08998614852572787
88,1.6570020229178795,0.0951921943140507,0.18241935114498925,1.1565417109091203,1.97926198547225e-05,0.00025616342646837673,1.6829724444639434e-56,1.4644436875622606,0.3775288210263055,1.2778990172070306
89,1.5857472883286052,1.884539168839911e-61,0.3787117316420219,0.1042147700393277,1.4008478889249685,1.9991864839098212e-27,1.08498261253005e-77,1.5323144690877684,1.0208566674784167e-60,0.8101049378142301
90,1.598432059276036,0.024453174533836813,0.4019341070417501,0.13590246534921846,1.0815798155793757,0.33537754080964643,3.409635992466918e-61,0.3695128563928546,0.6567241403977271,0.6933117612119999
91,1.609655331720925,0.045703086823171576,0.37437380400786857,0.9790622187753629,6.448631595832234e-13,3.9399941356381635e-12,4.1114417838073867e-50,2.0447036206986295,7.129345192699512e-14,1.2041761583137698
92,1.647980426196599,0.07083665352123704,0.23172777599317124,0.03221946413456337,0.48958064803758194,0.6023091213928209,1.5502018945644655e-100,1.4933059802065913,0.29281972244386467,1.0007230395498905
93,1.3829750575497421,0.22765072667505026,0.32701623702865784,0.88056916427062,0.4819151217603229,0.16440030031776665,4.1924292999481845e-09,4.932342092192386e-35,0.737845481556524,1.1904838111000284
94,1.5597910207086103,0.05966740721482279,1.8624650876618744e-40,0.810687907781603,0.2569884535168832,0.040158641015132966,2.628332882004736e-77,1.709156443759169,0.6972362489458739,1.0624265177991565
95,1.390067937820455,5.3622490541927104e-40,2.487923303059156e-37,3.7504302131474705e-06,0.4512403857594237,0.3615576783254631,0.2328276382824684,1.4667494438291155,0.9954339840769838,1.0698889462140517
96,1.5264693392006714,1.7281454773810566e-42,0.012754447015791853,1.754208600930026,0.508881216463584,0.5848546451067742,0.182477529534065,1.2600126270717893,0.4523699478574109,0.021213405794502507
97,1.3673259589321625,0.09918034272212306,0.2516352510604492,0.538552545986166,1.2705557008421684,0.5800774343251509,0.002204760854830005,1.2308027620202409,0.5133069313332178,0.0006768826768340673
98,1.3974533063393428,2.3327323292094503e-34,1.6581242204028588e-18,0.2305802216935519,0.65234563380263,0.6096424712789339,0.14765632504548376,9.623410007730037e-12,1.734110141118441,0.6542224697359296
99,1.5077844076312943,0.10563488894983833,0.39732792203915906,0.7859135032319576,0.2733788246573517,0.2867558394869921,1.1882265846710002e-74,0.7713651101197759,0.22662174618120534,1.3621809759256411
100,1.4700594332095465,0.13796384832632583,0.32028477534718475,0.5900314513786347,0.5159510956140125,0.7972096704635983,0.0855871811039925,0.21520896818195068,0.58510058426718,0.9474747516343955
101,1.5562116790069982,0.17715058387807275,0.6936470614099787,1.1786025809897605,6.653008179284823e-27,0.34874059059136164,2.2722185245376987e-12,0.027575255514083023,0.6914775247666706,0.9843140871041282
102,1.1950038102182532,0.20232446741371216,0.7648072522648838,1.0550477973271593,0.4768736057257586,2.0122263534413255e-18,6.4628611987801156e-142,2.0109156276646583,0.5140197640100311,1.6104192121309177e-10
103,1.4046348563669953,0.03199313547660454,0.36342232957505627,0.15968277347806484,0.24337515088405176,0.14146901013342011,0.129818526179897,6.643417523128664e-29,1.2167593005622301,1.6514361752385693
104,1.4771709266658584,0.18572193186583102,0.6163443058164987,1.2956742387112559,2.681983477869262e-30,0.40483876744935166,0.017126631086272975,0.2911581605500865,1.875990112238498e-75,1.2610071235909504
105,1.4875288070169823,0.10547752807284456,0.7293444556437623,0.6492508024001262,0.20560403758076384,7.501370363370822e-16,3.053935645628088e-64,0.6551398829612874,1.4290227184768218,0.7001753243186483
106,1.3334227397271796,0.1253968736882306,0.5436015033176529,1.312057150058225,0.7149920708615203,0.20655345425376376,4.3715487429891024e-58,6.934273452377827e-22,0.6249401517730898,0.6601808687856694
107,1.4041884051620643,0.11442086348278659,0.17106315426388433,0.7055081773731035,0.461501266036677,1.2209226786394125,0.057153981729940545,1.3374233008148935,0.0060166940648505585,0.40258075131040194
108,1.4308921090697277,0.010932501344335646,0.5004437184739586,0.9881896737565351,0.6353541220359179,4.36131070595321e-21,0.10088547885271956,0.6253515373953175,1.5194205165361991,0.019640204165987395
109,1.5533950701812351,0.10492470734958473,0.2704364542329872,1.55800029858356,0.5118614826778024,0.4335055695817217,2.5076873884198065e-88,0.7420172872958544,0.6147784074816202,0.2222288367630247
110,1.6697326892896154,3.665997939552193e-52,0.13216508971970095,1.7405782443452897,1.3738187728167623,5.690643640697726e-22,1.3238116784361278e-35,6.1022659765288565e-34,1.190704627044499e-08,0.738434533380248
111,1.5265747294926777,0.0070620909362862925,0.35129154994480055,1.1095814373832973,0.19390683483613597,0.1284144077533253,0.07127662384718113,1.3054666853874871e-47,7.673211352929127e-07,2.038264432815087
112,1.334544630195373,0.05716709740050645,2.6548447965338285e-20,0.2356792970077391,0.9614027096837642,0.035321394014445444,1.2748549722858243e-124,0.4932793952775749,1.1199787909133232,1.2037698123819773
113,1.6195278865697955,4.6382304742614767e-05,0.16743870118814622,1.6649184730010897,6.35765279802289e-41,0.3467410626736175,1.3658693991242705e-48,0.9651836785255601,0.16326915063408584,1.0198522695613288
114,1.5996933795019812,0.05496564805077201,0.8055940362744227,0.3896851674048423,0.2142584894532914,0.1711175767865182,2.9900204002660673e-62,2.1768395685716535,0.49857784345181316,0.568908577201583
115,1.5373809725989283,0.004824658701798897,0.790500546494723,0.5245630529387754,0.2441153097280569,0.295619819184595,1.0560427192077005e-20,0.25248337426167994,0.3679915117996577,1.4103866562758947
116,1.6596261819587623,2.2527902130096026e-23,0.25440096259399725,0.33544192124897715,0.5650489154878089,0.6826085705419433,2.4987908775087886e-90,1.829121213695007,0.6497182482047447,0.09969744302508468
117,1.4651242834380325,0.0914834792497189,0.8752838745577094,0.00012457069115840265,0.9001501602801599,0.3871120616062602,1.827861387349218e-96,0.11014447295326693,0.48191554705650824,0.9249018750115161
118,1.4666391192157346,0.03225450129059806,2.459060678721156e-19,1.8299117792074497,0.6548437754988198,3.8970804171045985e-30,2.7500054826294294e-44,0.7246288869337383,0.3000464324622274,0.7488498074938257
119,1.3698128696842822,0.04584025700601262,0.7015532972560232,0.7686183594431885,0.4532010828455517,7.189625332012266e-08,2.4163822398577855e-59,0.024357176881413638,0.8185579518280837,1.2625907299319525
120,1.655357514359929,1.4141078852596634e-13,0.5509769052544604,1.3122500032361588,0.5344228532214904,2.5833619793717065e-09,2.6745479562510704e-20,0.9664319107781113,2.1710769633964226e-05,0.8807491569222639
121,1.4318882310914716,1.6194103830509074e-60,3.6619837162067274e-20,1.2704750381999403e-05,1.5727966021387416,0.7989342716970133,0.11454175182270786,0.6510923065858127,0.29841939195582873,0.6851847842362949
122,1.5659966990188328,1.0135468738442938e-33,0.3076173827783446,1.289787169818795,0.9593071898003629,1.0322058796678585e-57,0.0027403541240971197,4.292469960384085e-22,0.2309824471215036,0.9406784497723064
123,1.617528237365994,1.7236260534592069e-26,0.025019426497479832,0.6408075548887536,0.6606229638631035,0.6060431201467433,6.16027025726721e-36,0.8617918241775688,0.756104024978629,0.6628027375111196
124,1.3835262421456114,5.479582324879581e-49,0.31278194731444703,0.6257886919268489,3.0905689204256787e-37,5.428372700096101e-37,1.7231712442476766e-16,0.6946848387075094,1.9863876364612396,0.6832968674636549
125,1.5928897851405945,0.04063312226350367,0.5985847405216859,1.013595309988965,8.60891040224449e-06,0.4270780212063937,2.406081879005553e-18,0.07123208916381948,0.6954510736861365,1.216049960877213
126,1.4981559673424798,0.08883674735837026,0.8154466603964599,0.35396627276467585,0.377272007723154,4.3316409392953303e-16,1.0373689555520702e-131,1.1747435771327122,0.29338792331525615,1.3084837284646629
127,1.5769910874262831,0.029279914621711114,0.05127535390463447,1.434571158010437,0.28569317139272327,0.20884979264081882,1.559711134679162e-44,0.6796137421372518,0.5949673703501961,0.8916260198613475
128,1.401678177190992,0.012300405468592584,0.5184793846975914,0.23878936493210562,7.10122704175426e-38,0.4384235660649694,3.0022509411876475e-89,0.5951967348072378,0.9523436839249476,1.425932598197942
129,1.4396269953762018,0.01426492568395953,0.43304695774467583,0.9130667943785504,0.2835341213261253,1.5852198346807403e-05,0.03610900041229129,0.772700405132124,0.9981568069232488,0.9934741218363344
130,1.4827063097510653,1.7781616832308449e-09,0.6794616712296596,1.1194555422270422e-21,1.0616387041059885,0.25031519702788185,0.07230928077935318,0.0003588735550042757,1.2483414813465141,0.6006393790952668
131,1.5608225995559633,0.15822178887578467,2.971952010150736e-09,0.19244609289977457,1.0033618082781488,0.9238580985368288,1.3574997963213489e-44,2.6747539199860576e-12,0.5986948916535677,0.9653331606877782
132,1.456107558108174,0.07698734330191098,0.0001257340599185649,0.46384046900006015,1.2139945345526066,0.6961670130261816,9.59738776851558e-66,1.7980687239847617,0.3879482873121107,0.004900466391734939
133,1.5853542805012286,0.16580232516620239,0.38369530423714787,0.6965447185848077,0.1425150804731363,0.758825953024584,3.465362655991196e-94,1.9846059321617767e-05,0.9744918616288609,0.9380620922548001
134,1.6211241552767222,4.458305771692442e-25,1.0358428816993834,1.1074574661261513e-31,2.1194837436797975e-16,1.6094090138486599e-07,5.119208783147872e-62,1.191447139707537,0.9841103184883934,1.081226448079932
135,1.541279425001424,2.237238819827326e-53,0.4577333665683298,0.17802207973818435,0.0035003179471543625,0.0001676086945330012,1.0539246352370484e-84,2.62633591538855,0.5313847534461364,0.9863020529973093
136,1.5236135043525256,0.07416762944690924,1.8798242494531282e-16,0.00012892380039819417,1.4175704590740286,0.669779278142868,1.0006305972263341e-28,1.5606739208758682,9.184569101029976e-19,0.5400933822045847
137,1.6007980471697794,3.764013821908323e-31,0.1580587681106028,4.208949294086997e-09,1.418265369578489,0.6154239782197038,9.058398716795173e-21,0.0011378117255079704,0.9810932570468963,0.6259466691574161
138,1.6128107332184491,0.05957703972303524,0.31348510364640003,9.430594778496361e-42,2.611480092527677e-12,0.789376154181058,1.7931425207540358e-40,1.8348297716230377,1.2108870240740126,0.4459725886572222
139,1.5953728604408657,1.1097070898295619e-141,1.2198218617821535,0.01884615794474459,0.290505452840692,1.6330837638067906e-07,2.9642817800568045e-49,1.4731520318770508,1.2830926008756787,0.33509741446650376
140,1.6563155570336616,8.203306182278151e-99,0.7827882743360204,0.18647413207541325,1.1806654239656296,0.5447197298396277,3.0540528451267847e-11,0.2637582425838244,0.5790959968220284,0.39051131596243827
141,1.5701374554031136,8.277019863225472e-152,0.3876689454625779,0.18107861911688194,0.33024499576634236,1.8588332107342785e-07,6.016441086313619e-26,1.5347662303142744,1.0184736701246522,0.8795985382636665
