Metric,Original,Normalized
reconstruction_error,233.14829496596525,233.14829496596525
relative_error,0.6551927526032135,0.6551927526032135
explained_variance,0.5707224569362241,0.5707224569362241
frobenius_error,233.14829496596525,233.14829496596525
relative_frobenius_error,0.6551927526032135,0.6551927526032135
fit_score,0.3448072473967865,0.3448072473967865
