Trial,LatentFactor_1,LatentFactor_2,LatentFactor_3,LatentFactor_4,LatentFactor_5
50,1.1682261217816203,0.44776520558943056,0.5295550523153775,0.08611669365110337,0.6064057577288882
51,1.2480059122061784,0.33877785104122227,0.49611034133562193,0.10494261810347749,0.6679089067365583
52,0.7480418252064053,0.5068511289588435,0.7459327114595162,0.04272241650288433,0.6703599417672728
53,0.7449768615858798,0.6544285029414,0.6250363469589426,2.2102250095461025e-07,0.6818249974247739
54,0.5393064295076793,0.4736885079382841,0.9022605747760734,0.0187175150089643,0.6889063002193667
55,1.451343489214546,0.1154894536229402,0.5441324530151508,0.12324563608267537,0.6336815666200698
56,1.0558996896229955,0.29018156935362976,0.7201918083557322,0.0841142460579985,0.6829116177014222
57,1.0166244958472401,0.3614816674418569,0.7478829374597619,0.08726396956944599,0.5914274087076272
58,1.1397691595416672,0.06692514471923601,0.9003746744198452,3.6108489987790195e-06,0.6971446063511757
59,0.5092284021315469,0.9124193576555802,0.44778778136562564,0.06039770811119553,0.6610941736939746
60,0.5159879246844982,0.54790762041808,0.8851020252789943,0.12005535114348845,0.6423082251268809
61,1.0959215981408141,0.2107878868492826,0.736119567609977,0.126115775497357,0.5972279188434313
62,0.581086213498082,0.3114604242483485,1.0483712587141991,0.1316405619249042,0.668324498546104
63,0.9610796957425112,0.202115746636149,0.9148265152292873,0.12616509149696772,0.5873707406562824
64,0.765763705988923,0.31660563087829957,0.9149584876755154,0.08136347443238547,0.7124210046483612
65,0.5396732967581896,0.6982572363502232,0.7404852415712657,0.10405747900586641,0.6068489656696656
66,0.875708289755317,0.6094737980785558,0.5480202846728026,0.016996561568268898,0.6177784199029523
67,1.3586341032919418,0.25822084663238914,0.4963535639078565,0.018987928606628283,0.6541902864036243
68,1.0858658671700143,0.3809073506498322,0.6616250905656539,1.53915442954848e-14,0.6461399785644353
69,1.205243067484956,0.19086933451366037,0.7140824480821328,5.045083203931893e-67,0.7407865466106363
70,0.6881642210420139,0.5266209242385783,0.7184178593016555,9.512099562492953e-16,0.6580868147889815
71,0.8412487335717352,0.48778305521582904,0.6912228254282876,1.2073811177493125e-16,0.6610128437867487
72,1.0398550445647237,0.1785521142221667,0.8334707843013053,1.1745352889272452e-05,0.6823709126893213
73,0.685711162249813,0.5456611951772119,0.7752047654528481,0.036977846659945114,0.7230525564738206
74,0.8619047677899586,0.5224928858165065,0.6742668517994538,6.663088246436333e-14,0.6941796741775214
75,0.9831454458202561,0.34657771862945613,0.7496355858388896,0.010159385341537869,0.6604804821449936
76,0.7384412511966031,0.5923186238820519,0.562866096384049,0.0017598798296073396,0.6738391311198961
77,0.552604138647134,0.54898556038398,0.8929448157975092,4.008221173960809e-18,0.6265649469510637
78,0.22969604470462904,0.7009975570115143,0.9394525745177894,0.015788410582347673,0.6896994702186362
79,0.6346765458765753,0.6305244525981104,0.7466039836986752,1.4979708580123732e-16,0.6818130151950058
80,1.1625211152909838,0.4555581847906485,0.5307146248917401,4.340543266910151e-18,0.6274243407371494
81,0.6858801207059408,0.473087234453508,0.8385239996774527,1.2992745218076206e-60,0.6902064995662258
82,0.4544936273784009,0.44203083452211744,1.2042025374134904,1.3882093653244865e-38,0.6085095166725438
83,0.4073203837283834,0.37522978435509957,1.171762346405117,7.414017987541912e-80,0.6868754828363974
84,0.3325419687978811,0.44212827577113745,1.1927631890974755,1.4521290404409457e-55,0.6891762587244541
85,0.7639079077764531,0.595899951411003,0.6813285028870993,1.9150300432636925e-32,0.6650292828059887
86,0.6246961064677424,0.38298866667225506,0.99351962227878,1.014738466610546e-24,0.6586549887663024
87,1.102933415867067,0.10554171198703172,0.9088859832483468,1.402518600270049e-33,0.7086060069790794
88,0.4309716879007927,0.2755935731353763,1.2683097998940012,8.333357310218685e-05,0.7352848517936851
89,1.0620249454785666,5.998709246336677e-12,0.9938435696924143,1.7672604657815808e-60,0.6855829368263493
90,0.5814713603364551,0.39688276992923893,0.8968319593364448,4.761793524019103e-30,0.6964181750531411
91,0.631666228844287,0.2077717245150231,1.1301233145389966,3.122441509564302e-19,0.7059734501900959
92,0.7409340306099332,0.22918322782136913,0.9807860971587864,1.8005544846008608e-20,0.725006684408373
93,0.06085179366011638,0.6846062939911844,1.0909966757375165,0.12349462784214442,0.6001815105919005
94,0.244069489074683,0.3382285699882096,1.3866386287808472,2.2645340026033482e-18,0.6852866879739058
95,0.29264997665708664,0.3009191274100602,1.3852151767599024,0.046401109208078745,0.6680432500368946
96,0.30724604985217546,0.8795977766640655,0.7235969022341595,0.022036876158236674,0.7184524745202497
97,0.851331955627299,0.48220365209509586,0.710021353370299,0.03271050449043902,0.6022485793053314
98,8.532630421141606e-05,0.6985697055415047,1.2171938254818495,0.00705571661092849,0.6559405775130644
99,0.538082485537522,0.3692205477975478,1.0702212568479652,0.01763040923403995,0.6646887547691861
100,0.4696052071629087,0.6546519763691635,0.8592338733211883,0.09329641595647546,0.6618588246428829
101,0.4003664422458982,0.711558484876065,0.791787307120234,0.0709569419281561,0.6846424864273664
102,0.9528231183832997,0.334138429849659,0.7702140570795472,0.06600034069904047,0.5296563310760215
103,0.14894034145631302,0.47867440941892964,1.3049623198412357,0.03748682125443078,0.6481408930683683
104,0.4193175034355025,0.701662567690418,0.7072560037844019,0.10513355137253401,0.6456370799836051
105,0.529341328861073,0.4752684090896847,1.062326608137232,0.0070756564507163415,0.6612034287462712
106,0.38327918822272217,0.6952608499002366,0.8997509442079953,0.03190782267157056,0.5902054820687962
107,0.6129862201942265,0.6934795100006729,0.6187050073668768,0.07137439804067149,0.6261901764695026
108,0.6164049772602375,0.522558038105103,0.8584332514111525,0.00439948937012881,0.657313456561056
109,0.3568178883613074,0.7916213628927525,0.7778360958010613,0.008830594855634213,0.6875285369563278
110,0.3650430922176601,0.5458877062614771,1.0506583920809474,6.788108785815757e-42,0.7230868511039669
111,0.13442049846120363,0.5407509059793774,1.2353487522982205,0.0006601888859138768,0.6882255805890309
112,0.30883042531194854,0.3157253074568198,1.398272011761335,4.752657654795482e-26,0.5863117483550306
113,0.14307461907147107,0.7384476227184494,0.9775887324027682,4.802514749654426e-33,0.7004843906292714
114,0.9798144387447254,0.2500712084358045,0.8825947658127251,5.76730284936594e-10,0.7015338019846304
115,0.5389009696571756,0.491722330605184,0.9327785277648121,1.641788805553217e-27,0.667153250404881
116,0.6431198458083364,0.5067306456900696,0.7542629656211346,9.663648636868272e-43,0.7155615080176583
117,0.7700653210664584,0.4201337829624479,0.7716353875307398,0.003740858458639115,0.6475969268952331
118,0.07289914914421015,0.5759185587577066,1.229773581671611,1.306180889573894e-17,0.6406691638596768
119,0.48632084001692033,0.5004179106154988,1.057535839907865,8.449299243444191e-13,0.6005491509185824
120,0.5348395676802402,0.457942852264628,0.9428352294755229,1.9317425889901667e-31,0.7172146484354031
121,0.6554002449336357,0.3787682260238594,1.014728940508126,3.632685643846598e-20,0.6620601483102643
122,0.3925364574060841,0.3473894038758713,1.142753142206932,3.23343809239978e-27,0.6794750568807588
123,0.6576495110267924,0.3935346616920739,0.97595229949456,1.1981183533192264e-34,0.6999042934156526
124,0.23907472690425408,0.43218434457719446,1.3128594244784078,6.753161492265535e-40,0.5993302469318288
125,0.16395557861548324,0.8204843196800802,0.9387392487954291,1.7923389357797552e-08,0.6967349186416536
126,0.9043128817505676,0.11771743555323831,1.085316431284504,1.0626735627222027e-15,0.6621231048736483
127,0.13104365057210096,0.6438742466797402,1.0801822314354574,1.4032990878286474e-17,0.6869914341674073
128,0.279303771563483,0.6117826271403467,1.102773533294633,1.0219727897205642e-32,0.6059796732971141
129,0.4619294183515757,0.46521045637927816,1.1292928100955888,1.5449825549822725e-14,0.6401655957460859
130,0.8004486225570255,0.357352835659648,0.9046765419966976,3.246878999171436e-08,0.6681220701485752
131,0.19538315671236936,0.6581263852261116,1.041251337608277,0.061938217199810346,0.6832961966801585
132,0.7400522236762442,0.4221437518878892,0.8656403809930909,0.0005011443947034473,0.6434440168994744
133,0.1964950319043733,0.8536800292357328,0.8432366622321877,0.04604219106490219,0.6993741744679394
134,0.9596883923950394,0.1723036059054675,0.940291545687641,8.909608828743618e-39,0.7003801670995289
135,0.9317640367699562,0.00019338260481078752,1.125237175426572,3.869494948739887e-57,0.6664261083104411
136,0.8013353662213057,0.23200936132408373,0.950289770736265,0.0009493295885730179,0.6742646370451844
137,0.6939646641800598,0.4177967546111632,0.9392642180417857,8.359778371301507e-36,0.693835847867244
138,0.7809172672089381,0.43298721456927947,0.820378685366412,2.6052273026897348e-11,0.7097262508413722
139,0.9720705344897693,0.341620454888779,0.8181237877302362,1.4771013451032526e-72,0.691154361276103
140,0.7961107335648966,0.5819124820346918,0.6345396397988259,4.23699718276668e-54,0.7194433688055434
141,0.6638081067023778,0.16533733014268337,1.1597393956465416,1.3086040789645074e-71,0.681293119066411
142,0.24413768538180972,0.8870151268446181,0.8005594772208674,8.9776453936974e-10,0.7140540151258077
143,0.6242353053943398,0.36220026568310215,0.9423814576159815,0.002631054511137487,0.6754223806070264
144,0.4482598840349595,0.5338925449078553,0.9799530214540653,1.3373641103821429e-21,0.6784113946067556
145,0.6117883824448476,0.39621662817170783,1.0241018000271283,7.044215375192419e-13,0.717245078979004
146,0.5936524117725428,0.4008652995174433,1.060920907723088,0.07057655582199635,0.6017459000740729
147,0.15923027993564287,0.9110609664276341,0.8060565332495516,0.027340204839925452,0.7214280167169191
148,0.9967385457037455,0.12799347994813787,1.0337050952286178,0.04826036112459625,0.6722045323950516
149,0.7078721787001898,0.5555834190206275,0.6551330413217998,0.09277243126312025,0.6616937993749029
