Metric,Original,Normalized
reconstruction_error,237.0874947231076,237.0874947231076
relative_error,0.6662626818613827,0.6662626818613827
explained_variance,0.5560940387588779,0.5560940387588779
frobenius_error,237.0874947231076,237.0874947231076
relative_frobenius_error,0.6662626818613827,0.6662626818613827
fit_score,0.3337373181386173,0.3337373181386173
